baseName,ident,code,symmetry,v.Total,vX.pre,vX.ld,vX.ul,vX.delta,EA.max,EM.max,SA.max,SM.max,SWT.max,EA.gt.0.000.T,EA.gt.0.001.T,EA.gt.0.002.T,EA.gt.0.003.T,EA.gt.0.004.T,EA.gt.0.005.T,EA.gt.0.006.T,EA.gt.0.007.T,EA.gt.0.000.AM,EA.gt.0.001.AM,EA.gt.0.002.AM,EA.gt.0.003.AM,EA.gt.0.004.AM,EA.gt.0.005.AM,EA.gt.0.006.AM,EA.gt.0.007.AM,SWT.gt.0.0.T,SWT.gt.0.5.T,SWT.gt.1.T,SWT.gt.1.5.T,SWT.gt.2.T,SWT.gt.2.5.T,SWT.gt.3.T,SWT.gt.3.5.T,SWT.gt.0.0AM,SWT.gt.0.5.AM,SWT.gt.1.AM,SWT.gt.1.5.AM,SWT.gt.2.AM,SWT.gt.2.5.AM,SWT.gt.3.AM,SWT.gt.3.5.AM
open-frame-fatigue-v25mm-9pct,open-frame-fatigue-v25mm-9pct,n-f,16,176.293051648,33.0586956244743,4.54814927659251,4.06989607151839,0.478253205074127,0.00782284,0.0403436,124.407,483.65,3.86302791176,176.293514272,26.2942712,8.369457152,5.04839512,3.079037936,1.24425696,0.118686912,0.048228672,7.918332288,6.983903056,4.058917104,3.751004208,2.840696688,1.21111312,0.118686912,0.048228672,176.293514272,17.579499568,7.619078304,4.314120496,2.843939856,0.95203952,0.101551872,0.03268864,7.918332288,6.80665328,4.024706704,3.716327344,2.621633488,0.91889568,0.101551872,0.03268864
