 	Label	Volume	SurfaceArea	Sphericity	EulerNumber	Elli.Center.X	Elli.Center.Y	Elli.Center.Z	Elli.R1	Elli.R2	Elli.R3	Elli.Azim	Elli.Elev	Elli.Roll	Elli.R1/R2	Elli.R1/R3	Elli.R2/R3	InscrBall.Center.X	InscrBall.Center.Y	InscrBall.Center.Z	InscrBall.Radius
1045	1045	1.383	5.985	1.009	1.000	400.346	327.751	281.388	1.060	0.700	0.503	-38.791	41.788	-80.162	1.514	2.105	1.391	400.278	327.136	280.545	0.501
1046	1046	0.126	0.754	4.172	1.000	451.628	343.417	280.796	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	451.377	343.167	280.545	0.501
1047	1047	0.126	0.754	4.172	1.000	554.327	453.131	281.297	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	554.077	452.880	281.046	0.501
1048	1048	0.126	0.754	4.172	1.000	635.986	192.123	281.798	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	635.736	191.873	281.547	0.501
1049	1049	0.126	0.754	4.172	1.000	540.300	263.262	281.798	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	540.050	263.011	281.547	0.501
1050	1050	0.126	0.754	4.172	1.000	222.683	327.887	281.798	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	222.432	327.637	281.547	0.501
1051	1051	0.251	1.416	2.519	1.000	419.064	342.916	282.048	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	418.814	342.666	281.547	0.501
1052	1052	1.006	4.672	1.122	1.000	376.795	428.332	282.173	0.886	0.716	0.417	26.565	23.052	-99.973	1.238	2.122	1.715	376.231	427.831	281.547	0.501
1053	1053	0.377	2.026	1.936	1.000	554.661	452.797	281.798	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	554.077	452.379	281.547	0.501
1054	1054	0.503	2.635	1.563	1.000	410.673	426.579	282.800	0.792	0.485	0.000	-90.000	-0.000	-0.000	1.633	Infinity	Infinity	410.297	425.828	282.549	0.501
1055	1055	0.126	0.754	4.172	1.000	554.327	453.131	282.800	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	554.077	452.880	282.549	0.501
1056	1056	0.754	3.628	1.348	1.000	283.217	270.192	283.551	0.792	0.590	0.323	90.000	20.514	57.688	1.342	2.449	1.826	283.050	269.524	283.050	0.501
1057	1057	0.251	1.416	2.519	1.000	410.047	426.329	283.301	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	409.796	425.828	283.050	0.501
1058	1058	3.395	11.368	0.887	1.000	662.630	526.180	284.154	1.305	0.884	0.757	40.533	-33.994	-21.270	1.476	1.725	1.168	662.788	526.022	284.052	0.668
1059	1059	0.126	0.754	4.172	1.000	410.047	427.080	283.802	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	409.796	426.830	283.551	0.501
1060	1060	4.275	14.634	0.659	1.000	308.246	584.504	284.848	1.495	1.328	0.545	1.623	28.679	-90.734	1.125	2.741	2.436	308.099	584.135	284.052	0.668
1061	1061	0.126	0.754	4.172	1.000	401.530	376.983	285.304	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	401.280	376.732	285.054	0.501
1062	1062	1.886	8.093	0.759	1.000	317.333	472.234	285.839	1.435	0.792	0.541	-83.266	-60.049	-160.471	1.810	2.653	1.465	316.615	471.917	285.054	0.501
1063	1063	1.509	6.529	0.925	1.000	389.591	379.028	286.306	1.018	0.746	0.593	-28.947	38.272	-141.860	1.364	1.717	1.259	389.257	378.235	285.555	0.501
1064	1064	0.251	1.416	2.519	1.000	441.358	343.417	286.306	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	440.857	343.167	286.056	0.501
1065	1065	12.070	27.790	0.768	1.000	232.160	339.519	288.832	1.863	1.372	1.242	30.363	-34.137	40.934	1.357	1.499	1.105	231.951	338.658	288.561	1.002
1066	1066	5.909	17.848	0.695	1.000	382.323	586.816	290.655	1.797	1.083	0.798	19.554	84.413	-68.590	1.660	2.253	1.358	381.742	586.640	289.563	0.668
1067	1067	0.629	3.059	1.561	1.000	301.536	398.324	290.214	0.661	0.501	0.340	-45.000	-36.093	-180.000	1.319	1.946	1.475	301.085	398.274	289.563	0.501
1068	1068	1.006	4.556	1.210	1.500	414.305	242.096	290.878	0.810	0.692	0.422	70.306	24.354	-62.785	1.170	1.921	1.642	413.804	241.970	290.064	0.501
1069	1069	0.126	0.754	4.172	1.000	110.966	255.246	290.314	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	110.715	254.996	290.064	0.501
1070	1070	0.126	0.754	4.172	1.000	331.394	316.866	290.314	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	331.144	316.615	290.064	0.501
1071	1071	3.269	11.567	0.781	1.000	215.900	510.396	291.046	1.305	1.077	0.664	-45.300	19.595	73.861	1.211	1.964	1.622	215.419	509.991	290.064	0.501
1072	1072	0.126	0.754	4.172	1.000	221.180	354.940	290.815	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	220.929	354.689	290.565	0.501
1073	1073	0.126	0.754	4.172	1.000	395.018	451.127	291.817	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	394.767	450.876	291.567	0.501
1074	1074	0.126	0.754	4.172	1.000	331.394	454.133	291.817	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	331.144	453.882	291.567	0.501
1075	1075	1.760	7.638	0.786	1.500	215.454	279.221	292.891	1.194	0.837	0.529	88.927	-45.604	103.645	1.427	2.256	1.581	214.918	278.541	292.068	0.501
1076	1076	0.126	0.754	4.172	1.000	330.893	454.133	292.318	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	330.643	453.882	292.068	0.501
1077	1077	0.126	0.754	4.172	1.000	279.293	582.382	293.320	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	279.042	582.131	293.070	0.501
1078	1078	0.251	1.416	2.519	1.000	443.612	587.392	293.571	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	443.362	587.141	293.070	0.501
1079	1079	1.257	5.406	1.132	1.000	362.655	418.363	294.372	1.105	0.554	0.438	-12.368	44.412	28.713	1.995	2.519	1.263	362.705	417.812	293.571	0.501
1080	1080	1.635	6.915	0.914	1.000	352.396	414.903	294.977	1.124	0.862	0.402	-42.603	66.331	-109.877	1.303	2.794	2.144	352.184	414.305	294.071	0.501
1081	1081	0.880	4.093	1.277	1.000	279.007	582.525	294.608	0.886	0.528	0.407	21.865	14.707	-76.995	1.679	2.178	1.297	278.541	582.131	294.071	0.501
1082	1082	1.006	4.703	1.100	1.000	329.202	518.821	295.261	0.960	0.686	0.342	54.199	-8.518	-11.360	1.400	2.812	2.008	328.639	518.508	294.572	0.501
1083	1083	0.126	0.754	4.172	1.000	442.610	585.889	294.823	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	442.360	585.638	294.572	0.501
1084	1084	0.126	0.754	4.172	1.000	443.111	587.893	294.823	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	442.861	587.642	294.572	0.501
1085	1085	0.126	0.754	4.172	1.000	443.111	585.889	295.324	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	442.861	585.638	295.073	0.501
1086	1086	2.640	10.015	0.785	1.500	351.290	534.766	297.709	1.455	0.767	0.681	-67.262	45.944	88.600	1.898	2.136	1.126	351.183	534.539	296.075	0.501
1087	1087	20.117	43.804	0.545	1.000	314.796	253.828	298.956	2.249	2.172	1.184	132.533	-56.320	0.786	1.036	1.900	1.834	314.611	253.493	298.079	1.169
1088	1088	3.143	11.844	0.673	1.000	396.961	244.144	299.091	1.706	0.858	0.693	21.269	50.988	-33.174	1.989	2.460	1.237	396.771	243.974	298.580	0.668
1089	1089	3.143	10.616	0.934	1.000	179.539	257.591	299.532	1.423	0.825	0.642	81.878	-67.459	32.442	1.726	2.218	1.285	179.349	257.500	299.582	0.668
1090	1090	3.269	11.833	0.729	1.000	449.181	392.995	299.524	1.643	0.873	0.695	-34.778	-42.200	161.468	1.881	2.363	1.256	448.872	392.763	299.582	0.668
1091	1091	5.029	14.636	0.912	1.000	172.723	401.455	299.607	1.281	1.230	0.801	-9.000	-39.877	91.042	1.042	1.599	1.535	172.335	401.280	299.582	0.835
1092	1092	0.126	0.754	4.172	1.000	285.304	290.314	298.831	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	285.054	290.064	298.580	0.501
1093	1093	3.772	12.772	0.772	1.000	646.807	290.949	299.749	1.204	1.067	0.852	102.640	-39.172	122.603	1.128	1.413	1.252	646.757	291.066	299.582	0.668
1094	1094	1.383	6.066	0.969	1.000	271.550	390.509	299.696	1.086	0.784	0.366	92.540	-51.174	50.163	1.385	2.964	2.140	271.528	390.258	298.580	0.501
1095	1095	4.401	15.396	0.600	1.500	383.409	439.776	299.890	1.461	1.135	0.906	72.278	50.802	-22.140	1.288	1.612	1.252	383.245	439.354	299.582	0.668
1096	1096	0.126	0.754	4.172	1.000	344.419	469.663	298.831	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	344.169	469.412	298.580	0.501
1097	1097	2.766	9.779	0.925	1.000	474.946	511.221	299.833	1.187	0.928	0.701	66.701	-40.158	75.743	1.279	1.693	1.323	474.923	510.993	299.582	0.668
1098	1098	0.251	1.416	2.519	1.000	254.495	581.881	298.831	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	253.994	581.630	298.580	0.501
1099	1099	0.126	0.754	4.172	1.000	437.100	226.190	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	436.849	225.939	299.081	0.501
1100	1100	0.377	2.026	1.936	1.000	308.015	245.728	299.666	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	307.598	245.477	299.081	0.501
1101	1101	0.126	0.754	4.172	1.000	416.560	271.778	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	416.309	271.528	299.081	0.501
1102	1102	1.257	5.365	1.158	1.000	336.905	396.771	299.833	0.998	0.661	0.369	31.655	42.574	-97.331	1.511	2.702	1.788	336.654	396.270	299.081	0.501
1103	1103	0.126	0.754	4.172	1.000	90.927	404.035	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	90.676	403.785	299.081	0.501
1104	1104	0.126	0.754	4.172	1.000	290.314	432.591	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	290.064	432.340	299.081	0.501
1105	1105	0.126	0.754	4.172	1.000	150.042	454.133	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	149.791	453.882	299.081	0.501
1106	1106	0.126	0.754	4.172	1.000	362.955	458.641	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	362.705	458.391	299.081	0.501
1107	1107	1.383	5.827	1.093	1.500	352.435	471.530	299.833	0.914	0.716	0.518	-17.630	40.515	-139.327	1.276	1.764	1.382	352.184	470.915	299.081	0.501
1108	1108	0.754	3.616	1.361	1.000	227.526	510.826	299.916	0.808	0.507	0.370	18.217	55.820	-103.454	1.595	2.186	1.370	227.442	510.492	299.081	0.501
1109	1109	0.126	0.754	4.172	1.000	364.458	121.987	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	364.208	121.737	299.582	0.501
1110	1110	0.377	2.026	1.936	1.000	397.857	244.726	300.167	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	397.773	244.475	299.582	0.501
1111	1111	0.251	1.416	2.519	1.000	276.788	250.236	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	276.537	249.986	299.582	0.501
1112	1112	0.126	0.754	4.172	1.000	277.289	250.737	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	277.038	250.487	299.582	0.501
1113	1113	0.251	1.416	2.519	1.000	312.858	251.739	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	312.608	251.489	299.582	0.501
1114	1114	0.126	0.754	4.172	1.000	317.367	291.316	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	317.116	291.066	299.582	0.501
1115	1115	1.383	5.448	1.338	1.000	340.457	321.648	300.060	0.896	0.585	0.515	-6.785	-6.692	134.600	1.532	1.740	1.136	339.660	321.124	299.582	0.501
1116	1116	0.126	0.754	4.172	1.000	368.967	334.901	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	368.717	334.650	299.582	0.501
1117	1117	0.754	3.484	1.522	1.000	580.628	345.588	300.000	0.647	0.560	0.373	0.000	90.000	90.000	1.155	1.732	1.500	580.127	345.171	299.582	0.501
1118	1118	0.377	2.026	1.936	1.000	396.521	376.816	300.167	0.647	0.373	0.000	90.000	35.264	-90.000	1.732	Infinity	Infinity	396.270	376.732	299.582	0.501
1119	1119	0.880	4.000	1.369	1.000	280.653	383.925	300.047	0.748	0.549	0.463	-82.270	-25.352	127.637	1.362	1.614	1.185	280.545	383.245	299.582	0.501
1120	1120	0.377	2.026	1.936	1.000	171.082	401.864	300.000	0.647	0.373	0.000	-90.000	35.264	90.000	1.732	Infinity	Infinity	170.832	401.280	299.582	0.501
1121	1121	0.377	2.026	1.936	1.000	91.094	403.534	300.000	0.647	0.373	1.271E-13	-3.058E-25	45.000	-90.000	1.732	5.088E12	2.938E12	90.676	403.284	299.582	0.501
1122	1122	2.137	8.455	0.855	1.000	289.843	431.206	300.127	1.343	0.753	0.543	55.818	7.228	-4.283	1.785	2.474	1.386	289.062	430.336	299.582	0.501
1123	1123	0.126	0.754	4.172	1.000	149.040	454.634	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	148.789	454.383	299.582	0.501
1124	1124	0.377	2.026	1.936	1.000	342.582	468.661	300.000	0.647	0.373	1.271E-13	-2.447E-24	45.000	-90.000	1.732	5.088E12	2.938E12	342.165	468.410	299.582	0.501
1125	1125	0.251	1.416	2.519	1.000	354.689	471.166	299.833	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	354.188	470.915	299.582	0.501
1126	1126	0.251	1.416	2.519	1.000	358.948	471.166	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	358.697	470.915	299.582	0.501
1127	1127	0.126	0.754	4.172	1.000	356.443	472.168	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	356.192	471.917	299.582	0.501
1128	1128	0.503	2.635	1.563	1.000	285.304	582.883	300.208	0.792	0.485	0.000	0.000	1.300E-12	-90.000	1.633	Infinity	Infinity	285.054	582.632	299.582	0.501
1129	1129	0.377	2.026	1.936	1.000	236.543	204.815	300.334	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	235.959	204.397	300.083	0.501
1130	1130	0.126	0.754	4.172	1.000	437.600	225.188	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	437.350	224.937	300.083	0.501
1131	1131	0.126	0.754	4.172	1.000	307.848	245.227	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	307.598	244.976	300.083	0.501
1132	1132	0.251	1.416	2.519	1.000	307.347	245.978	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	307.097	245.477	300.083	0.501
1133	1133	0.251	1.416	2.519	1.000	471.667	275.035	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	471.416	274.534	300.083	0.501
1134	1134	0.251	1.416	2.519	1.000	287.809	317.116	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	287.559	316.615	300.083	0.501
1135	1135	0.377	2.026	1.936	1.000	580.044	346.757	300.334	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	579.627	346.173	300.083	0.501
1136	1136	0.126	0.754	4.172	1.000	149.040	453.632	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	148.789	453.381	300.083	0.501
1137	1137	0.629	3.059	1.561	1.000	210.760	169.780	301.035	0.661	0.501	0.340	-49.609	31.212	62.729	1.319	1.946	1.475	210.409	169.329	300.584	0.501
1138	1138	6.790	18.016	0.892	1.000	503.748	199.323	301.660	1.490	1.182	1.002	-29.673	-51.681	73.553	1.261	1.487	1.180	503.479	198.887	301.085	1.002
1139	1139	3.018	11.182	0.737	1.000	430.629	231.220	301.565	1.426	1.009	0.662	-74.987	79.376	-163.531	1.412	2.153	1.524	430.336	230.448	300.584	0.501
1140	1140	0.251	1.416	2.519	1.000	397.523	246.980	300.835	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	397.272	246.479	300.584	0.501
1141	1141	1.257	5.468	1.093	1.000	460.345	265.616	301.135	0.920	0.695	0.538	-46.094	-29.681	108.126	1.324	1.709	1.291	459.894	265.015	300.584	0.501
1142	1142	1.509	5.923	1.239	1.000	448.413	268.856	301.210	0.830	0.779	0.506	102.876	39.962	100.035	1.066	1.642	1.540	448.371	268.021	300.584	0.501
1143	1143	0.126	0.754	4.172	1.000	451.127	290.314	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	450.876	290.064	300.584	0.501
1144	1144	6.161	17.449	0.808	2.500	401.592	300.211	301.325	1.615	1.092	0.919	-82.816	-65.215	174.252	1.479	1.758	1.188	401.280	299.582	301.085	1.002
1145	1145	0.126	0.754	4.172	1.000	269.273	325.883	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	269.023	325.633	300.584	0.501
1146	1146	0.126	0.754	4.172	1.000	270.275	325.883	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	270.025	325.633	300.584	0.501
1147	1147	0.629	3.204	1.359	1.000	269.674	326.785	300.935	0.883	0.454	0.344	-83.297	-40.680	-160.233	1.946	2.571	1.321	269.524	326.134	300.584	0.501
1148	1148	0.126	0.754	4.172	1.000	152.046	328.889	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	151.795	328.639	300.584	0.501
1149	1149	0.754	3.484	1.522	1.000	152.880	329.557	301.085	0.647	0.560	0.373	45.000	-0.000	90.000	1.155	1.732	1.500	152.296	329.140	300.584	0.501
1150	1150	1.383	6.107	0.950	1.000	281.251	351.661	301.336	1.290	0.639	0.411	-7.428	-36.239	47.551	2.019	3.141	1.556	280.545	351.183	300.584	0.501
1151	1151	0.503	2.635	1.563	1.000	338.909	355.817	301.336	0.792	0.485	0.000	90.000	-45.000	90.000	1.633	Infinity	Infinity	338.658	355.691	300.584	0.501
1152	1152	3.646	11.832	0.908	1.500	351.329	372.370	301.284	1.349	0.844	0.825	70.973	11.420	136.138	1.599	1.635	1.022	350.682	371.722	301.085	0.668
1153	1153	3.520	11.543	0.911	1.000	364.762	374.657	301.210	1.243	0.951	0.783	59.891	18.281	19.329	1.307	1.587	1.215	364.208	374.227	301.085	0.668
1154	1154	1.383	5.737	1.146	1.000	204.511	383.860	301.290	1.072	0.585	0.501	45.000	-47.566	-1.053E-11	1.832	2.138	1.167	203.896	383.245	300.584	0.501
1155	1155	0.126	0.754	4.172	1.000	206.151	383.996	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	205.900	383.746	300.584	0.501
1156	1156	0.126	0.754	4.172	1.000	205.149	384.497	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	204.898	384.247	300.584	0.501
1157	1157	8.173	20.337	0.898	1.000	435.103	393.800	301.752	1.588	1.284	1.002	46.234	-60.502	52.131	1.238	1.585	1.281	434.845	393.264	301.085	1.002
1158	1158	0.880	4.331	1.078	1.000	295.897	413.697	301.192	1.164	0.472	0.404	26.111	52.524	-33.944	2.464	2.880	1.169	295.574	413.303	300.584	0.501
1159	1159	1.760	7.049	1.001	1.000	266.554	418.241	301.479	1.164	0.706	0.502	17.538	-46.742	-3.990	1.650	2.319	1.406	266.017	417.812	300.584	0.501
1160	1160	5.784	15.524	1.011	1.000	458.402	419.141	301.357	1.271	1.106	1.009	-75.071	47.652	-165.889	1.150	1.260	1.096	458.391	418.814	301.085	1.002
1161	1161	0.503	2.543	1.739	1.000	465.905	425.327	300.835	0.560	0.560	0.000	-180.000	0.000	-0.000	1.000	Infinity	Infinity	465.405	424.826	300.584	0.501
1162	1162	0.126	0.754	4.172	1.000	264.264	428.082	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	264.013	427.831	300.584	0.501
1163	1163	2.766	10.228	0.809	1.000	234.911	466.702	301.427	1.237	0.926	0.699	-61.884	-46.472	-148.917	1.336	1.769	1.324	234.456	466.406	301.085	0.668
1164	1164	1.257	5.314	1.192	1.000	377.684	469.863	301.386	0.940	0.614	0.457	45.000	-54.385	2.016E-14	1.532	2.057	1.343	377.233	469.412	300.584	0.501
1165	1165	1.006	4.413	1.332	1.000	382.306	477.365	301.022	0.835	0.560	0.430	-72.003	22.659	-132.261	1.491	1.939	1.301	382.243	476.426	300.584	0.501
1166	1166	3.395	11.689	0.816	1.000	666.156	499.072	301.428	1.314	1.046	0.669	61.703	-45.207	-39.941	1.256	1.965	1.564	665.794	498.970	301.085	0.668
1167	1167	3.018	10.231	0.962	1.500	393.932	522.474	301.377	1.089	0.936	0.777	69.136	-48.095	-75.680	1.163	1.401	1.204	393.765	522.516	301.085	0.668
1168	1168	0.629	3.059	1.561	1.000	399.827	523.167	301.035	0.661	0.501	0.340	-40.391	40.593	-117.271	1.319	1.946	1.475	399.777	522.516	300.584	0.501
1169	1169	0.503	2.543	1.739	1.000	280.044	582.632	300.835	0.560	0.560	0.000	-180.000	0.000	-0.000	1.000	Infinity	Infinity	279.543	582.131	300.584	0.501
1170	1170	0.251	1.416	2.519	1.000	326.885	584.636	300.835	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	326.635	584.135	300.584	0.501
1171	1171	0.126	0.754	4.172	1.000	347.926	585.388	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	347.676	585.137	300.584	0.501
1172	1172	2.263	8.256	1.029	1.000	533.008	587.447	301.141	1.123	0.761	0.653	21.744	-0.122	-96.514	1.476	1.720	1.166	532.535	587.141	301.085	0.668
1173	1173	0.126	0.754	4.172	1.000	504.731	587.893	300.835	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	504.480	587.642	300.584	0.501
1174	1174	0.126	0.754	4.172	1.000	486.696	241.720	301.336	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	486.445	241.469	301.085	0.501
1175	1175	0.377	2.026	1.936	1.000	413.888	315.697	301.336	0.647	0.373	0.000	-45.000	-0.000	0.000	1.732	Infinity	Infinity	413.804	315.112	301.085	0.501
1176	1176	0.126	0.754	4.172	1.000	180.601	345.922	301.336	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	180.351	345.672	301.085	0.501
1177	1177	0.126	0.754	4.172	1.000	205.650	383.996	301.336	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	205.399	383.746	301.085	0.501
1178	1178	0.126	0.754	4.172	1.000	345.922	585.388	301.336	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	345.672	585.137	301.085	0.501
1179	1179	0.377	2.026	1.936	1.000	180.267	346.256	301.837	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	179.850	345.672	301.586	0.501
1180	1180	0.126	0.754	4.172	1.000	506.234	408.544	301.837	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	505.983	408.294	301.586	0.501
1181	1181	0.126	0.754	4.172	1.000	540.801	293.320	302.338	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	540.551	293.070	302.087	0.501
1182	1182	0.629	3.059	1.561	1.000	517.355	484.391	302.638	0.661	0.501	0.340	-49.609	-31.212	117.271	1.319	1.946	1.475	517.005	483.941	302.087	0.501
1183	1183	3.520	12.329	0.748	1.000	517.094	485.336	304.270	1.133	1.037	0.913	64.688	47.922	5.249	1.092	1.240	1.136	517.005	485.443	304.091	0.668
1184	1184	0.126	0.754	4.172	1.000	373.977	494.210	303.339	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	373.726	493.960	303.089	0.501
1185	1185	0.880	4.052	1.316	1.000	343.203	443.970	305.487	0.847	0.582	0.349	-33.690	-46.763	78.810	1.454	2.426	1.668	342.666	443.863	304.592	0.501
1186	1186	0.126	0.754	4.172	1.000	519.760	587.392	304.842	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	519.510	587.141	304.592	0.501
1187	1187	0.126	0.754	4.172	1.000	342.415	444.614	305.343	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	342.165	444.364	305.093	0.501
1188	1188	28.164	63.609	0.349	0.000	210.167	252.323	308.521	3.124	2.284	1.212	28.655	-58.556	84.309	1.368	2.577	1.884	209.407	251.990	307.097	1.169
1189	1189	0.126	0.754	4.172	1.000	407.041	319.371	305.844	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	406.791	319.120	305.594	0.501
1190	1190	0.126	0.754	4.172	1.000	407.041	318.870	306.345	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	406.791	318.619	306.095	0.501
1191	1191	1.509	6.435	0.966	1.500	387.921	393.598	307.890	1.018	0.723	0.591	57.271	-59.578	34.973	1.408	1.723	1.224	387.754	392.763	307.097	0.501
1192	1192	0.126	0.754	4.172	1.000	345.421	299.833	308.349	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	345.171	299.582	308.099	0.501
1193	1193	3.646	13.477	0.614	1.000	142.164	118.705	309.800	1.714	1.017	0.583	12.489	48.650	-84.863	1.686	2.939	1.743	141.776	118.230	308.600	0.501
1194	1194	0.126	0.754	4.172	1.000	344.920	299.833	308.850	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	344.670	299.582	308.600	0.501
1195	1195	0.377	2.026	1.936	1.000	193.459	359.115	308.850	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	192.875	358.697	308.600	0.501
1196	1196	0.126	0.754	4.172	1.000	208.155	251.739	309.351	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	207.904	251.489	309.101	0.501
1197	1197	0.251	1.416	2.519	1.000	294.823	364.208	309.351	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	294.573	363.707	309.101	0.501
1198	1198	5.281	16.466	0.706	1.000	269.679	387.205	309.983	1.565	1.316	0.750	-42.052	-43.508	130.395	1.189	2.085	1.753	269.524	386.752	309.602	0.668
1199	1199	0.126	0.754	4.172	1.000	193.125	358.948	309.852	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	192.875	358.697	309.602	0.501
1200	1200	0.126	0.754	4.172	1.000	268.271	388.004	310.353	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	268.021	387.754	310.103	0.501
1201	1201	1.509	6.770	0.830	1.000	347.676	585.513	311.313	1.574	0.550	0.408	23.082	59.827	-92.217	2.859	3.861	1.350	347.676	585.137	310.103	0.501
