 	Label	Volume	SurfaceArea	Sphericity	EulerNumber	Elli.Center.X	Elli.Center.Y	Elli.Center.Z	Elli.R1	Elli.R2	Elli.R3	Elli.Azim	Elli.Elev	Elli.Roll	Elli.R1/R2	Elli.R1/R3	Elli.R2/R3	InscrBall.Center.X	InscrBall.Center.Y	InscrBall.Center.Z	InscrBall.Radius
1	1	0.629	2.445	3.059	0.500	621.959	152.847	0.651	0.868	0.501	0.000	90.000	-43.492	-90.000	1.732	Infinity	Infinity	621.708	152.296	0	0.501
2	2	0.251	1.039	6.376	0.500	160.061	154.049	0.501	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	159.811	153.799	0	0.501
3	3	1.635	5.711	1.622	0.500	621.997	155.938	0.636	1.420	0.799	0.442	60.315	-32.846	37.958	1.777	3.209	1.807	621.207	154.801	0	0.501
4	4	0.754	2.040	7.581	0.500	224.603	206.986	0.334	0.808	0.507	0.370	21.678	-7.419	30.342	1.595	2.186	1.370	223.935	206.401	0	0.501
5	5	1.006	3.849	2.007	0.500	365.836	233.141	0.751	0.875	0.608	0.423	-58.162	40.825	-130.720	1.439	2.066	1.435	365.711	232.452	0	0.501
6	6	0.503	1.835	4.629	0.500	410.297	263.763	0.501	0.560	0.560	0.000	-180.000	0.000	90.000	1.000	Infinity	Infinity	409.796	263.512	0	0.501
7	7	6.412	12.439	2.416	0.500	418.996	264.882	0.820	1.484	1.116	0.981	-24.369	16.889	-124.898	1.329	1.513	1.138	418.814	264.514	0	1.002
8	8	0.126	0.377	33.374	0.500	220.679	270.275	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	220.428	270.025	0	0.501
9	9	0.629	2.232	4.021	0.500	328.989	271.377	0.551	0.931	0.501	0.295	45.000	53.583	1.216E-14	1.858	3.152	1.696	328.639	271.027	0	0.501
10	10	0.251	1.039	6.376	0.500	233.203	293.821	0.501	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	232.953	293.571	0	0.501
11	11	0.126	0.377	33.374	0.500	450.626	307.347	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	450.375	307.097	0	0.501
12	12	0.629	2.973	1.702	0.500	522.666	312.357	1.152	1.328	0.378	0.000	0.000	79.099	-90.000	3.516	Infinity	Infinity	522.516	312.107	0	0.501
13	13	0.251	1.039	6.376	0.500	319.872	321.375	0.501	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	319.621	321.124	0	0.501
14	14	0.126	0.377	33.374	0.500	320.874	321.375	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	320.623	321.124	0	0.501
15	15	0.126	0.377	33.374	0.500	340.913	328.889	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	340.662	328.639	0	0.501
16	16	0.126	0.377	33.374	0.500	233.704	398.525	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	233.454	398.274	0	0.501
17	17	0.126	0.377	33.374	0.500	234.205	399.026	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	233.955	398.775	0	0.501
18	18	0.126	0.377	33.374	0.500	419.064	401.530	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	418.814	401.280	0	0.501
19	19	0.503	1.581	7.232	0.500	419.816	402.157	0.376	0.732	0.396	0.303	-35.264	-26.565	125.264	1.848	2.414	1.307	419.315	401.781	0	0.501
20	20	1.383	5.311	1.444	0.500	417.288	442.610	1.025	1.601	0.607	0.449	-62.966	51.222	156.213	2.638	3.564	1.351	416.810	441.859	0	0.501
21	21	0.754	2.212	5.946	0.500	405.789	451.461	0.417	0.647	0.560	0.373	0.000	-90.000	-90.000	1.155	1.732	1.500	405.288	450.876	0	0.501
22	22	0.126	0.377	33.374	0.500	538.797	462.148	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	538.547	461.898	0	0.501
23	23	1.886	6.194	1.693	0.500	503.562	465.956	0.852	1.176	0.856	0.581	43.503	49.122	12.970	1.374	2.024	1.473	503.479	464.904	0	0.501
24	24	19.363	33.276	1.151	0.500	664.102	473.326	1.747	2.272	1.960	1.116	82.311	-44.018	-77.842	1.159	2.035	1.756	663.790	473.420	0	1.169
25	25	0.126	0.377	33.374	0.500	353.437	480.183	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	353.186	479.933	0	0.501
26	26	2.389	7.769	1.377	0.500	353.358	482.055	1.041	1.146	0.835	0.650	47.305	67.608	-21.514	1.372	1.763	1.285	353.186	481.436	0	0.501
27	27	0.503	1.649	6.385	0.500	293.445	496.214	0.376	0.970	0.396	0.000	0.000	-18.435	90.000	2.449	Infinity	Infinity	292.569	495.964	0	0.501
28	28	1.760	4.485	3.885	0.500	281.511	511.601	0.501	1.065	0.688	0.587	-16.333	14.582	62.936	1.548	1.814	1.172	281.046	511.494	0	0.668
29	29	0.126	0.377	33.374	0.500	224.687	531.784	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	224.436	531.533	0	0.501
30	30	0.880	3.675	1.764	0.500	438.960	538.010	0.823	1.146	0.548	0.423	67.173	-37.688	-119.028	2.089	2.706	1.295	438.352	537.545	0	0.501
31	31	0.377	1.013	15.491	0.500	312.691	589.729	0.250	0.647	0.373	0.000	-45.000	-0.000	0.000	1.732	Infinity	Infinity	312.608	589.145	0	0.501
32	32	0.251	0.708	20.152	0.500	365.210	592.401	0.250	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	364.709	592.151	0	0.501
33	33	0.126	0.377	33.374	0.500	421.569	592.902	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	421.319	592.652	0	0.501
34	34	0.126	0.754	4.172	1.000	329.390	271.778	0.751	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	329.140	271.528	0.501	0.501
35	35	0.126	0.754	4.172	1.000	406.039	383.495	0.751	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	405.789	383.245	0.501	0.501
36	36	0.503	2.688	1.474	1.000	341.539	397.523	1.127	0.970	0.396	0.000	0.000	71.565	-90.000	2.449	Infinity	Infinity	341.163	397.272	0.501	0.501
37	37	0.126	0.754	4.172	1.000	233.704	399.026	0.751	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	233.454	398.775	0.501	0.501
38	38	0.503	2.543	1.739	1.000	121.486	141.275	1.503	0.560	0.560	0.000	-90.000	0.000	90.000	1.000	Infinity	Infinity	121.236	140.774	1.002	0.501
39	39	0.126	0.754	4.172	1.000	327.887	271.778	1.252	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	327.637	271.528	1.002	0.501
40	40	0.126	0.754	4.172	1.000	631.978	288.310	1.252	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	631.728	288.060	1.002	0.501
41	41	0.126	0.754	4.172	1.000	232.201	293.821	1.252	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	231.951	293.571	1.002	0.501
42	42	0.126	0.754	4.172	1.000	320.874	320.874	1.252	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	320.623	320.623	1.002	0.501
43	43	0.126	0.754	4.172	1.000	665.043	475.173	1.252	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	664.792	474.923	1.002	0.501
44	44	0.126	0.754	4.172	1.000	281.798	512.246	1.252	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	281.547	511.995	1.002	0.501
45	45	0.126	0.754	4.172	1.000	621.959	152.046	1.753	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	621.708	151.795	1.503	0.501
46	46	0.377	2.026	1.936	1.000	410.047	263.429	1.920	0.647	0.373	0.000	-90.000	-35.264	90.000	1.732	Infinity	Infinity	409.796	263.011	1.503	0.501
47	47	0.251	1.416	2.519	1.000	320.623	321.375	1.753	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	320.122	321.124	1.503	0.501
48	48	0.126	0.754	4.172	1.000	167.075	443.612	1.753	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	166.824	443.362	1.503	0.501
49	49	0.126	0.754	4.172	1.000	655.524	559.337	1.753	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	655.274	559.087	1.503	0.501
50	50	0.126	0.754	4.172	1.000	621.959	153.047	2.254	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	621.708	152.797	2.004	0.501
51	51	13.076	41.158	0.277	2.000	330.079	270.222	5.819	5.002	0.985	0.938	11.923	-46.033	174.060	5.080	5.335	1.050	329.641	270.025	2.505	0.668
52	52	0.126	0.754	4.172	1.000	320.874	320.874	2.254	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	320.623	320.623	2.004	0.501
53	53	0.126	0.754	4.172	1.000	664.542	475.674	2.254	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	664.291	475.424	2.004	0.501
54	54	0.126	0.754	4.172	1.000	166.574	444.113	2.755	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	166.323	443.863	2.505	0.501
55	55	0.251	1.416	2.519	1.000	121.486	140.273	3.256	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	121.236	139.772	3.006	0.501
56	56	0.126	0.754	4.172	1.000	447.119	287.809	3.256	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	446.868	287.559	3.006	0.501
57	57	0.126	0.754	4.172	1.000	416.560	442.610	3.256	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	416.309	442.360	3.006	0.501
58	58	0.377	2.026	1.936	1.000	166.407	443.111	3.590	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	166.323	442.861	3.006	0.501
59	59	0.126	0.754	4.172	1.000	312.357	587.893	3.256	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	312.107	587.642	3.006	0.501
60	60	0.880	4.195	1.186	1.000	122.273	141.310	4.759	0.888	0.628	0.385	75.110	-56.295	51.482	1.413	2.309	1.634	121.737	140.774	4.008	0.501
61	61	0.377	2.026	1.936	1.000	342.916	239.549	4.592	0.647	0.373	0.000	90.000	35.264	-90.000	1.732	Infinity	Infinity	342.666	239.465	4.008	0.501
62	62	0.126	0.754	4.172	1.000	325.382	265.767	4.258	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	325.132	265.516	4.008	0.501
63	63	0.251	1.416	2.519	1.000	345.672	333.398	4.258	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	345.171	333.147	4.008	0.501
64	64	0.126	0.754	4.172	1.000	121.486	142.527	4.759	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	121.236	142.277	4.509	0.501
65	65	0.251	1.416	2.519	1.000	342.415	239.465	5.260	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	342.165	238.964	5.010	0.501
66	66	0.251	1.416	2.519	1.000	335.903	414.806	5.260	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	335.652	414.305	5.010	0.501
67	67	0.126	0.754	4.172	1.000	122.488	142.026	5.761	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	122.238	141.776	5.511	0.501
68	68	0.126	0.754	4.172	1.000	425.577	175.591	6.262	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	425.327	175.341	6.012	0.501
69	69	0.126	0.754	4.172	1.000	115.975	205.650	6.763	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	115.725	205.399	6.513	0.501
70	70	0.251	1.416	2.519	1.000	415.808	325.382	8.266	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	415.307	325.132	8.016	0.501
71	71	0.126	0.754	4.172	1.000	369.468	452.630	8.767	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	369.218	452.379	8.517	0.501
72	72	0.126	0.754	4.172	1.000	368.967	452.630	9.268	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	368.717	452.379	9.018	0.501
73	73	0.126	0.754	4.172	1.000	369.969	453.131	9.268	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	369.719	452.880	9.018	0.501
74	74	0.880	4.238	1.151	1.000	298.688	470.808	9.984	1.074	0.546	0.294	10.732	-45.688	142.301	1.968	3.653	1.856	298.079	470.414	9.018	0.501
75	75	0.126	0.754	4.172	1.000	515.251	446.117	10.270	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	515.001	445.867	10.019	0.501
76	76	0.126	0.754	4.172	1.000	298.330	470.164	10.270	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	298.079	469.913	10.019	0.501
77	77	0.377	2.026	1.936	1.000	427.915	394.517	11.439	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	427.331	394.266	11.021	0.501
78	78	0.126	0.754	4.172	1.000	427.581	395.018	11.773	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	427.331	394.767	11.522	0.501
79	79	0.377	2.026	1.936	1.000	341.247	435.597	11.940	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	340.662	435.346	11.522	0.501
80	80	2.263	9.261	0.729	1.000	371.388	272.669	12.858	1.306	0.986	0.508	-78.501	-14.103	95.851	1.325	2.572	1.941	371.221	272.029	12.023	0.501
81	81	0.126	0.754	4.172	1.000	308.850	389.507	12.274	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	308.600	389.257	12.023	0.501
82	82	0.126	0.754	4.172	1.000	370.470	272.279	12.775	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	370.220	272.029	12.524	0.501
83	83	0.126	0.754	4.172	1.000	286.807	367.464	12.775	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	286.557	367.214	12.524	0.501
84	84	1.383	6.781	0.694	1.000	350.477	199.274	14.141	1.928	0.580	0.444	38.297	63.226	-81.138	3.325	4.348	1.308	350.181	198.887	13.025	0.501
85	85	0.251	1.416	2.519	1.000	370.470	271.778	13.526	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	370.220	271.528	13.025	0.501
86	86	0.126	0.754	4.172	1.000	286.306	367.464	13.276	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	286.056	367.214	13.025	0.501
87	87	0.251	1.416	2.519	1.000	356.944	513.748	13.526	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	356.693	513.498	13.025	0.501
88	88	0.126	0.754	4.172	1.000	356.443	513.247	13.777	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	356.192	512.997	13.526	0.501
89	89	0.251	1.416	2.519	1.000	313.109	395.519	14.278	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	312.608	395.268	14.027	0.501
90	90	0.126	0.754	4.172	1.000	395.018	415.558	15.280	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	394.767	415.307	15.029	0.501
91	91	0.629	3.059	1.561	1.000	395.619	416.259	15.480	0.661	0.501	0.340	-49.609	31.212	62.729	1.319	1.946	1.475	395.268	415.808	15.029	0.501
92	92	0.377	2.026	1.936	1.000	278.792	341.247	15.948	0.647	0.373	0.000	90.000	-35.264	-90.000	1.732	Infinity	Infinity	278.541	340.662	15.530	0.501
93	93	0.377	2.026	1.936	1.000	473.003	441.775	15.781	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	472.418	441.358	15.530	0.501
94	94	0.251	1.416	2.519	1.000	631.978	196.632	17.033	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	631.728	196.382	16.532	0.501
95	95	2.263	9.983	0.582	1.000	350.459	200.167	18.369	2.038	0.674	0.548	37.103	-43.766	-154.520	3.022	3.718	1.230	349.680	199.388	16.532	0.501
96	96	4.904	14.302	0.930	1.000	426.977	341.375	17.874	1.382	1.008	0.878	14.783	-54.657	111.473	1.371	1.574	1.149	426.830	341.163	17.534	0.835
97	97	0.126	0.754	4.172	1.000	473.170	441.608	16.783	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	472.919	441.358	16.532	0.501
98	98	1.509	5.922	1.240	1.000	597.202	590.982	17.284	0.792	0.785	0.530	-85.630	-46.076	-70.021	1.008	1.495	1.483	596.660	590.648	16.532	0.501
99	99	0.503	2.688	1.474	1.000	442.109	307.222	17.659	0.970	0.396	0.000	90.000	-43.492	-90.000	2.449	Infinity	Infinity	441.859	306.596	17.033	0.501
100	100	0.126	0.754	4.172	1.000	279.293	341.414	17.284	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	279.042	341.163	17.033	0.501
101	101	0.126	0.754	4.172	1.000	631.978	196.131	17.785	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	631.728	195.881	17.534	0.501
102	102	0.126	0.754	4.172	1.000	413.053	350.431	17.785	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	412.802	350.181	17.534	0.501
103	103	0.126	0.754	4.172	1.000	412.552	350.932	17.785	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	412.301	350.682	17.534	0.501
104	104	0.629	3.153	1.426	1.000	631.477	197.233	18.486	0.868	0.501	0.000	90.000	-17.548	-90.000	1.732	Infinity	Infinity	631.227	196.382	18.035	0.501
105	105	1.635	6.533	1.084	1.000	411.203	349.583	18.902	1.088	0.694	0.499	74.581	-40.607	-100.326	1.567	2.181	1.391	410.798	348.678	18.035	0.501
106	106	0.251	1.416	2.519	1.000	412.301	349.930	18.286	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	411.800	349.680	18.035	0.501
107	107	0.377	2.026	1.936	1.000	451.962	427.748	18.787	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	451.377	427.331	18.536	0.501
108	108	0.126	0.754	4.172	1.000	378.486	457.138	19.788	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	378.235	456.888	19.538	0.501
109	109	0.126	0.754	4.172	1.000	411.049	349.429	20.289	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	410.798	349.179	20.039	0.501
110	110	0.251	1.416	2.519	1.000	622.460	186.112	22.043	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	622.209	185.861	21.542	0.501
111	111	0.126	0.754	4.172	1.000	408.544	592.902	21.792	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	408.294	592.652	21.542	0.501
112	112	2.892	10.584	0.798	1.000	451.693	397.131	23.295	1.415	0.921	0.673	38.179	30.475	-106.596	1.536	2.103	1.369	451.377	396.771	23.045	0.668
113	113	0.126	0.754	4.172	1.000	255.246	446.117	22.293	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	254.996	445.867	22.043	0.501
114	114	0.377	2.026	1.936	1.000	569.524	329.223	22.794	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	569.106	328.639	22.544	0.501
115	115	1.635	7.484	0.721	1.000	518.874	332.473	23.103	1.369	0.873	0.603	15.105	31.477	-114.845	1.567	2.270	1.448	518.508	331.645	22.544	0.501
116	116	0.126	0.754	4.172	1.000	346.924	524.770	22.794	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	346.674	524.519	22.544	0.501
117	117	0.503	2.635	1.563	1.000	170.331	580.378	23.295	0.906	0.346	0.000	0.000	-58.283	90.000	2.618	Infinity	Infinity	169.830	580.127	22.544	0.501
118	118	1.383	5.592	1.237	1.000	449.852	209.384	23.660	0.957	0.605	0.523	12.855	-45.623	111.809	1.581	1.829	1.157	448.872	208.906	23.045	0.501
119	119	0.126	0.754	4.172	1.000	346.924	525.271	23.295	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	346.674	525.020	23.045	0.501
120	120	0.126	0.754	4.172	1.000	346.423	525.772	23.796	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	346.173	525.521	23.546	0.501
121	121	0.126	0.754	4.172	1.000	289.312	588.394	23.796	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	289.062	588.143	23.546	0.501
122	122	3.269	12.310	0.648	1.000	419.103	592.594	25.106	2.068	0.746	0.538	-5.135	-60.771	94.424	2.773	3.845	1.387	417.812	592.151	23.546	0.501
123	123	0.126	0.754	4.172	1.000	159.059	175.591	24.297	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	158.809	175.341	24.047	0.501
124	124	7.292	19.761	0.779	1.000	518.560	402.221	25.170	1.770	1.168	0.963	35.827	-6.650	-120.054	1.515	1.838	1.213	518.508	401.781	25.049	1.002
125	125	0.126	0.754	4.172	1.000	519.259	331.394	24.798	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	519.009	331.144	24.548	0.501
126	126	0.126	0.754	4.172	1.000	420.066	592.902	25.299	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	419.816	592.652	25.049	0.501
127	127	0.251	1.416	2.519	1.000	288.811	588.895	26.051	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	288.561	588.644	25.550	0.501
128	128	0.251	1.416	2.519	1.000	468.410	420.066	26.301	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	467.909	419.816	26.051	0.501
129	129	0.126	0.754	4.172	1.000	605.427	507.236	26.301	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	605.176	506.985	26.051	0.501
130	130	0.126	0.754	4.172	1.000	370.971	591.399	26.301	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	370.720	591.149	26.051	0.501
131	131	3.646	12.058	0.858	1.000	229.282	204.682	27.510	1.164	1.116	0.749	-116.718	22.430	-96.601	1.043	1.554	1.491	228.945	204.397	27.053	0.668
132	132	0.126	0.754	4.172	1.000	201.141	321.876	26.802	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	200.890	321.625	26.552	0.501
133	133	0.126	0.754	4.172	1.000	200.640	322.377	26.802	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	200.389	322.126	26.552	0.501
134	134	0.126	0.754	4.172	1.000	604.926	506.735	26.802	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	604.675	506.484	26.552	0.501
135	135	0.251	1.416	2.519	1.000	201.141	321.876	28.055	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	200.890	321.625	27.554	0.501
136	136	2.892	11.213	0.671	1.000	521.111	593.011	29.154	1.783	0.858	0.460	1.414	-73.671	85.041	2.077	3.879	1.867	520.512	592.652	27.554	0.501
137	137	0.377	2.026	1.936	1.000	477.678	330.726	28.973	0.647	0.373	0.000	-90.000	35.264	90.000	1.732	Infinity	Infinity	477.428	330.142	28.555	0.501
138	138	0.126	0.754	4.172	1.000	318.369	340.913	28.806	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	318.118	340.662	28.555	0.501
139	139	0.629	3.204	1.359	1.000	414.455	377.083	29.407	0.883	0.454	0.344	18.236	44.645	-39.157	1.946	2.571	1.321	414.305	376.732	28.555	0.501
140	140	0.126	0.754	4.172	1.000	283.301	146.034	29.307	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	283.050	145.783	29.056	0.501
141	141	1.760	7.087	0.984	1.000	364.423	378.092	29.951	1.047	0.750	0.570	-28.009	-62.329	138.235	1.396	1.836	1.315	363.707	377.734	29.056	0.501
142	142	0.126	0.754	4.172	1.000	283.802	146.034	29.808	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	283.551	145.783	29.557	0.501
143	143	0.126	0.754	4.172	1.000	382.493	248.232	29.808	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	382.243	247.982	29.557	0.501
144	144	0.126	0.754	4.172	1.000	318.870	349.930	30.309	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	318.619	349.680	30.058	0.501
145	145	2.640	10.005	0.787	1.000	459.405	252.789	31.955	1.476	0.788	0.622	63.205	-44.915	-131.665	1.873	2.373	1.267	458.892	252.491	30.559	0.501
146	146	0.629	3.153	1.426	1.000	253.142	586.390	31.611	0.868	0.501	0.000	0.000	-18.435	90.000	1.732	Infinity	Infinity	252.491	586.139	31.060	0.501
147	147	0.377	2.026	1.936	1.000	363.790	330.893	32.480	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	363.206	330.643	32.062	0.501
148	148	2.012	7.555	1.061	1.000	511.087	348.615	32.908	0.953	0.843	0.625	36.441	-1.596	-112.935	1.132	1.526	1.348	510.492	348.177	32.062	0.501
149	149	4.401	13.567	0.877	1.000	432.247	469.906	34.417	1.267	1.037	0.870	-23.871	52.955	-98.688	1.222	1.457	1.193	431.839	469.412	34.066	0.668
150	150	0.377	2.026	1.936	1.000	459.643	252.407	33.983	0.647	0.373	0.000	90.000	35.264	-90.000	1.732	Infinity	Infinity	459.393	251.990	33.565	0.501
151	151	0.629	3.204	1.359	1.000	320.573	331.294	34.417	0.986	0.374	0.305	30.276	42.172	-8.411	2.636	3.232	1.226	320.623	331.144	33.565	0.501
152	152	1.006	4.504	1.252	1.000	267.395	587.016	34.254	0.795	0.636	0.445	7.766	30.265	-109.140	1.250	1.789	1.431	267.019	586.640	33.565	0.501
153	153	1.635	7.090	0.848	1.000	387.966	591.823	34.548	1.347	0.730	0.385	-8.113	-49.674	93.438	1.844	3.493	1.894	386.752	591.650	33.565	0.501
154	154	1.257	5.786	0.923	1.000	458.992	251.489	34.918	1.133	0.765	0.405	-64.641	64.167	-129.123	1.480	2.797	1.890	458.892	250.988	34.066	0.501
155	155	0.126	0.754	4.172	1.000	432.591	471.166	34.818	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	432.340	470.915	34.567	0.501
156	156	0.126	0.754	4.172	1.000	459.643	250.737	35.319	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	459.393	250.487	35.068	0.501
157	157	0.251	1.416	2.519	1.000	207.153	441.107	35.569	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	206.902	440.857	35.068	0.501
158	158	0.126	0.754	4.172	1.000	206.652	441.608	35.319	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	206.401	441.358	35.068	0.501
159	159	0.880	4.280	1.118	1.000	301.336	295.467	36.249	1.003	0.692	0.000	90.000	-40.757	-90.000	1.449	Infinity	Infinity	301.085	294.573	35.569	0.501
160	160	0.503	2.583	1.661	1.000	558.460	366.838	35.945	0.560	0.560	0.280	45.000	1.466E-5	-125.264	1.000	2.000	2.000	558.085	366.212	35.569	0.501
161	161	0.126	0.754	4.172	1.000	505.232	150.042	36.822	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	504.981	149.791	36.571	0.501
