 	Label	Volume	SurfaceArea	Sphericity	EulerNumber	Elli.Center.X	Elli.Center.Y	Elli.Center.Z	Elli.R1	Elli.R2	Elli.R3	Elli.Azim	Elli.Elev	Elli.Roll	Elli.R1/R2	Elli.R1/R3	Elli.R2/R3	InscrBall.Center.X	InscrBall.Center.Y	InscrBall.Center.Z	InscrBall.Radius
8327	8327	0.126	0.754	4.172	1.000	641.497	536.292	330.893	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	641.246	536.042	330.643	0.501
8328	8328	0.126	0.754	4.172	1.000	306.846	108.461	331.394	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	306.596	108.210	331.144	0.501
8329	8329	0.629	3.245	1.309	1.000	321.074	133.109	331.795	0.931	0.501	0.295	11.879	11.399	-46.214	1.858	3.152	1.696	321.124	132.758	331.144	0.501
8330	8330	0.126	0.754	4.172	1.000	320.874	133.509	331.394	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	320.623	133.259	331.144	0.501
8331	8331	0.126	0.754	4.172	1.000	331.895	159.059	331.394	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	331.645	158.809	331.144	0.501
8332	8332	0.126	0.754	4.172	1.000	572.362	272.279	331.394	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	572.112	272.029	331.144	0.501
8333	8333	0.126	0.754	4.172	1.000	365.460	275.285	331.394	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	365.210	275.035	331.144	0.501
8334	8334	0.251	1.416	2.519	1.000	383.495	287.058	331.394	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	383.245	286.557	331.144	0.501
8335	8335	0.126	0.754	4.172	1.000	248.232	343.918	331.394	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	247.982	343.668	331.144	0.501
8336	8336	0.126	0.754	4.172	1.000	261.759	373.476	331.394	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	261.508	373.225	331.144	0.501
8337	8337	0.126	0.754	4.172	1.000	305.844	106.457	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	305.594	106.206	331.644	0.501
8338	8338	0.126	0.754	4.172	1.000	322.377	133.509	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	322.126	133.259	331.644	0.501
8339	8339	0.126	0.754	4.172	1.000	334.400	158.057	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	334.149	157.807	331.644	0.501
8340	8340	0.126	0.754	4.172	1.000	332.897	160.061	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	332.646	159.811	331.644	0.501
8341	8341	11.190	28.833	0.591	1.000	457.060	215.433	333.291	1.934	1.407	1.275	-60.414	25.153	77.112	1.374	1.517	1.104	456.888	215.419	333.147	0.835
8342	8342	0.126	0.754	4.172	1.000	561.341	215.669	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	561.090	215.419	331.644	0.501
8343	8343	0.503	2.594	1.638	1.000	437.976	239.966	332.020	0.732	0.396	0.303	54.736	-35.264	54.736	1.848	2.414	1.307	437.350	239.465	331.644	0.501
8344	8344	94.424	130.311	0.456	1.500	383.506	286.727	334.952	5.028	2.593	1.961	-24.460	18.736	65.907	1.939	2.564	1.322	383.746	286.557	334.650	1.837
8345	8345	0.251	1.416	2.519	1.000	477.177	295.825	332.145	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	476.927	295.574	331.644	0.501
8346	8346	0.126	0.754	4.172	1.000	368.466	353.938	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	368.216	353.687	331.644	0.501
8347	8347	0.126	0.754	4.172	1.000	367.965	354.439	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	367.715	354.188	331.644	0.501
8348	8348	0.126	0.754	4.172	1.000	458.140	365.961	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	457.890	365.711	331.644	0.501
8349	8349	0.126	0.754	4.172	1.000	261.258	374.478	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	261.007	374.227	331.644	0.501
8350	8350	0.126	0.754	4.172	1.000	344.920	476.676	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	344.670	476.426	331.644	0.501
8351	8351	0.126	0.754	4.172	1.000	494.210	508.238	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	493.960	507.987	331.644	0.501
8352	8352	0.126	0.754	4.172	1.000	128.500	558.335	331.895	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	128.249	558.085	331.644	0.501
8353	8353	0.126	0.754	4.172	1.000	334.901	159.560	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	334.650	159.310	332.145	0.501
8354	8354	0.251	1.416	2.519	1.000	285.304	181.853	332.396	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	285.054	181.352	332.145	0.501
8355	8355	0.251	1.416	2.519	1.000	384.998	270.776	332.646	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	384.748	270.526	332.145	0.501
8356	8356	0.377	2.078	1.793	1.000	315.363	319.371	332.897	0.915	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	315.112	319.120	332.145	0.501
8357	8357	0.126	0.754	4.172	1.000	246.730	340.412	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	246.479	340.161	332.145	0.501
8358	8358	0.126	0.754	4.172	1.000	246.730	343.417	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	246.479	343.167	332.145	0.501
8359	8359	0.377	2.078	1.793	1.000	369.468	354.439	332.396	0.915	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	368.717	354.188	332.145	0.501
8360	8360	0.126	0.754	4.172	1.000	371.973	356.443	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	371.722	356.192	332.145	0.501
8361	8361	0.126	0.754	4.172	1.000	374.979	362.454	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	374.728	362.204	332.145	0.501
8362	8362	0.126	0.754	4.172	1.000	255.246	363.456	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	254.996	363.206	332.145	0.501
8363	8363	0.377	2.026	1.936	1.000	254.912	363.957	332.730	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	254.495	363.707	332.145	0.501
8364	8364	0.126	0.754	4.172	1.000	255.246	364.458	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	254.996	364.208	332.145	0.501
8365	8365	0.126	0.754	4.172	1.000	267.770	369.969	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	267.520	369.719	332.145	0.501
8366	8366	0.126	0.754	4.172	1.000	129.001	558.335	332.396	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	128.750	558.085	332.145	0.501
8367	8367	1.006	4.557	1.209	1.000	318.244	163.818	333.461	0.895	0.552	0.456	37.733	44.610	-27.074	1.623	1.965	1.211	318.118	163.317	332.646	0.501
8368	8368	0.126	0.754	4.172	1.000	284.804	181.603	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	284.553	181.352	332.646	0.501
8369	8369	0.251	1.416	2.519	1.000	430.837	201.642	332.897	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	430.336	201.391	332.646	0.501
8370	8370	0.126	0.754	4.172	1.000	526.774	219.677	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	526.523	219.426	332.646	0.501
8371	8371	0.126	0.754	4.172	1.000	329.891	243.724	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	329.641	243.473	332.646	0.501
8372	8372	0.126	0.754	4.172	1.000	329.390	244.225	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	329.140	243.974	332.646	0.501
8373	8373	0.754	3.710	1.261	1.000	330.309	244.225	333.481	0.876	0.647	6.355E-14	2.857E-25	45.000	90.000	1.354	1.378E13	1.018E13	330.142	243.974	332.646	0.501
8374	8374	0.126	0.754	4.172	1.000	388.004	283.802	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	387.754	283.551	332.646	0.501
8375	8375	654.433	458.543	0.502	-0.500	250.805	302.906	341.259	8.483	5.044	4.020	88.753	43.833	-96.888	1.682	2.110	1.255	249.986	302.588	340.161	3.841
8376	8376	7.041	20.141	0.686	1.000	147.492	341.646	334.919	1.838	1.239	0.836	24.297	-49.820	119.460	1.484	2.200	1.482	147.286	341.664	334.149	0.668
8377	8377	0.126	0.754	4.172	1.000	367.464	353.938	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	367.214	353.687	332.646	0.501
8378	8378	0.251	1.416	2.519	1.000	371.973	355.942	333.147	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	371.722	355.691	332.646	0.501
8379	8379	0.126	0.754	4.172	1.000	254.745	364.959	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	254.495	364.709	332.646	0.501
8380	8380	0.126	0.754	4.172	1.000	456.637	367.965	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	456.387	367.715	332.646	0.501
8381	8381	0.126	0.754	4.172	1.000	349.930	408.544	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	349.680	408.294	332.646	0.501
8382	8382	0.880	4.238	1.151	1.000	252.598	472.955	333.613	1.127	0.450	0.339	-44.610	-42.681	112.967	2.503	3.322	1.328	251.990	472.919	332.646	0.501
8383	8383	0.126	0.754	4.172	1.000	129.001	557.834	332.897	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	128.750	557.584	332.646	0.501
8384	8384	0.503	2.543	1.739	1.000	151.795	127.999	333.648	0.560	0.560	0.000	-180.000	0.000	90.000	1.000	Infinity	Infinity	151.294	127.748	333.147	0.501
8385	8385	11.064	28.038	0.628	1.500	319.240	131.989	335.903	2.494	1.115	1.099	42.616	42.756	-48.849	2.237	2.270	1.015	319.120	131.756	335.151	0.835
8386	8386	0.126	0.754	4.172	1.000	90.426	190.119	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	90.175	189.869	333.147	0.501
8387	8387	0.126	0.754	4.172	1.000	525.271	220.679	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	525.020	220.428	333.147	0.501
8388	8388	0.126	0.754	4.172	1.000	572.863	270.776	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	572.613	270.526	333.147	0.501
8389	8389	0.126	0.754	4.172	1.000	379.488	288.811	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	379.237	288.561	333.147	0.501
8390	8390	0.126	0.754	4.172	1.000	315.864	319.872	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	315.613	319.621	333.147	0.501
8391	8391	10.561	30.474	0.446	1.000	506.079	361.936	335.241	3.257	1.167	0.846	20.715	-28.235	-125.848	2.790	3.851	1.380	504.480	361.202	334.149	0.668
8392	8392	0.126	0.754	4.172	1.000	254.244	364.458	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	253.994	364.208	333.147	0.501
8393	8393	1.257	5.815	0.909	1.000	350.581	409.145	334.450	1.372	0.509	0.439	9.506	-65.748	86.564	2.694	3.125	1.160	350.181	408.794	333.147	0.501
8394	8394	0.126	0.754	4.172	1.000	495.212	507.737	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	494.962	507.486	333.147	0.501
8395	8395	0.126	0.754	4.172	1.000	265.767	566.351	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	265.516	566.100	333.147	0.501
8396	8396	0.126	0.754	4.172	1.000	399.026	567.854	333.398	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	398.775	567.603	333.147	0.501
8397	8397	0.126	0.754	4.172	1.000	240.217	112.469	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	239.966	112.218	333.648	0.501
8398	8398	0.126	0.754	4.172	1.000	320.874	133.009	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	320.623	132.758	333.648	0.501
8399	8399	0.126	0.754	4.172	1.000	89.925	189.619	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	89.674	189.368	333.648	0.501
8400	8400	0.126	0.754	4.172	1.000	318.369	237.712	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	318.118	237.462	333.648	0.501
8401	8401	0.126	0.754	4.172	1.000	572.863	270.275	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	572.613	270.025	333.648	0.501
8402	8402	0.126	0.754	4.172	1.000	477.177	298.831	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	476.927	298.580	333.648	0.501
8403	8403	0.126	0.754	4.172	1.000	476.175	301.336	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	475.925	301.085	333.648	0.501
8404	8404	0.126	0.754	4.172	1.000	218.675	321.876	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	218.425	321.625	333.648	0.501
8405	8405	0.126	0.754	4.172	1.000	255.747	363.456	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	255.497	363.206	333.648	0.501
8406	8406	0.126	0.754	4.172	1.000	254.244	363.957	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	253.994	363.707	333.648	0.501
8407	8407	0.251	1.416	2.519	1.000	252.240	372.975	334.149	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	251.990	372.724	333.648	0.501
8408	8408	0.126	0.754	4.172	1.000	326.384	455.636	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	326.134	455.385	333.648	0.501
8409	8409	23.260	44.796	0.681	1.500	306.048	543.690	335.813	2.020	1.928	1.604	28.903	-55.750	84.014	1.048	1.260	1.202	305.594	543.055	335.151	1.336
8410	8410	0.126	0.754	4.172	1.000	128.500	557.333	333.899	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	128.249	557.083	333.648	0.501
8411	8411	22.506	43.937	0.675	1.000	90.389	189.249	336.026	2.938	1.466	1.330	38.296	-26.454	11.564	2.005	2.209	1.102	88.672	187.865	335.151	1.169
8412	8412	0.126	0.754	4.172	1.000	318.870	237.712	334.400	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	318.619	237.462	334.149	0.501
8413	8413	0.377	2.026	1.936	1.000	339.076	242.221	334.734	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	338.658	241.970	334.149	0.501
8414	8414	10.687	29.065	0.526	1.000	573.193	270.187	336.539	2.097	1.611	0.975	-60.955	42.010	-95.541	1.302	2.151	1.652	573.114	269.524	336.153	0.835
8415	8415	0.126	0.754	4.172	1.000	545.310	295.825	334.400	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	545.059	295.574	334.149	0.501
8416	8416	216.133	221.861	0.484	1.500	216.586	321.982	340.466	6.613	3.047	2.813	44.871	64.591	-69.550	2.170	2.351	1.083	216.421	322.126	339.159	2.505
8417	8417	0.126	0.754	4.172	1.000	229.696	341.414	334.400	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	229.446	341.163	334.149	0.501
8418	8418	0.251	1.416	2.519	1.000	251.990	473.671	334.400	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	251.489	473.420	334.149	0.501
8419	8419	3.018	9.952	1.045	1.000	325.007	282.320	335.339	1.054	0.876	0.797	-16.012	-8.346	74.579	1.204	1.322	1.098	324.631	282.048	335.151	0.668
8420	8420	9.178	24.779	0.626	1.000	545.001	295.043	336.369	2.298	1.162	0.929	-60.917	45.345	-141.360	1.978	2.475	1.251	545.059	294.573	335.151	0.835
8421	8421	0.251	1.416	2.519	1.000	336.905	295.574	334.901	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	336.654	295.073	334.650	0.501
8422	8422	1.760	7.494	0.833	1.000	403.069	385.141	335.974	1.250	0.748	0.586	36.407	60.613	-77.118	1.671	2.133	1.277	402.783	384.748	334.650	0.501
8423	8423	0.126	0.754	4.172	1.000	456.637	215.168	335.402	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	456.387	214.918	335.151	0.501
8424	8424	0.126	0.754	4.172	1.000	432.090	246.730	335.402	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	431.839	246.479	335.151	0.501
8425	8425	3.143	10.613	0.935	1.000	336.023	295.104	336.003	1.096	0.937	0.817	-4.761	-23.683	65.828	1.170	1.342	1.147	335.652	294.573	335.652	0.668
8426	8426	0.126	0.754	4.172	1.000	229.195	340.913	335.402	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	228.945	340.662	335.151	0.501
8427	8427	0.126	0.754	4.172	1.000	372.975	361.452	335.402	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	372.724	361.202	335.151	0.501
8428	8428	1469.174	1512.740	0.071	7.000	352.647	411.296	366.586	33.208	12.055	3.361	-50.940	-45.415	-139.150	2.755	9.880	3.587	353.687	419.315	366.713	3.507
8429	8429	0.126	0.754	4.172	1.000	347.425	415.057	335.402	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	347.175	414.806	335.151	0.501
8430	8430	0.126	0.754	4.172	1.000	287.809	464.152	335.402	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	287.559	463.902	335.151	0.501
8431	8431	0.251	1.416	2.519	1.000	402.031	514.750	335.652	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	401.781	514.500	335.151	0.501
8432	8432	0.126	0.754	4.172	1.000	400.027	516.754	335.402	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	399.777	516.504	335.151	0.501
8433	8433	0.126	0.754	4.172	1.000	500.222	111.968	335.903	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	499.972	111.717	335.652	0.501
8434	8434	0.126	0.754	4.172	1.000	453.632	136.515	335.903	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	453.381	136.265	335.652	0.501
8435	8435	272.083	284.908	0.362	1.000	258.158	193.369	342.239	7.499	3.296	3.048	-44.693	-48.824	164.705	2.275	2.460	1.081	257.500	193.877	342.165	2.505
8436	8436	114.290	159.807	0.362	2.000	317.449	287.368	342.145	7.194	2.211	2.130	64.124	50.969	-26.773	3.254	3.377	1.038	317.116	287.559	341.664	1.670
8437	8437	2074.446	1540.167	0.133	8.000	460.879	372.499	359.937	30.957	7.351	4.615	-48.330	-45.804	117.009	4.211	6.708	1.593	462.399	370.720	376.231	3.674
8438	8438	4.652	14.933	0.735	1.000	271.440	385.283	337.893	1.743	1.022	0.731	2.397	-58.886	124.119	1.706	2.385	1.398	271.027	384.748	337.656	0.668
8439	8439	0.126	0.754	4.172	1.000	351.433	409.045	335.903	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	351.183	408.794	335.652	0.501
8440	8440	0.251	1.416	2.519	1.000	288.060	463.651	335.903	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	287.559	463.401	335.652	0.501
8441	8441	0.126	0.754	4.172	1.000	287.308	464.152	335.903	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	287.058	463.902	335.652	0.501
8442	8442	0.126	0.754	4.172	1.000	152.546	509.741	335.903	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	152.296	509.490	335.652	0.501
8443	8443	0.126	0.754	4.172	1.000	500.723	111.968	336.404	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	500.473	111.717	336.153	0.501
8444	8444	0.126	0.754	4.172	1.000	500.222	112.469	336.404	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	499.972	112.218	336.153	0.501
8445	8445	52.933	108.116	0.251	1.500	107.523	209.480	340.880	6.693	1.674	1.503	-49.376	-69.051	149.026	3.998	4.454	1.114	108.210	207.904	343.668	1.169
8446	8446	0.126	0.754	4.172	1.000	484.191	221.681	336.404	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	483.941	221.430	336.153	0.501
8447	8447	0.629	3.153	1.426	1.000	432.891	247.731	336.805	0.868	0.501	0.000	0.000	-71.565	90.000	1.732	Infinity	Infinity	432.340	247.481	336.153	0.501
8448	8448	0.126	0.754	4.172	1.000	403.033	386.000	336.404	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	402.783	385.750	336.153	0.501
8449	8449	0.126	0.754	4.172	1.000	346.924	434.094	336.404	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	346.674	433.843	336.153	0.501
8450	8450	241.656	252.030	0.413	3.000	153.871	506.274	342.109	6.440	3.531	2.807	-80.148	-44.021	-54.458	1.824	2.294	1.258	153.298	505.983	341.664	2.672
8451	8451	0.126	0.754	4.172	1.000	129.001	557.834	336.404	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	128.750	557.584	336.153	0.501
8452	8452	0.251	1.416	2.519	1.000	254.996	190.620	336.905	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	254.495	190.370	336.654	0.501
8453	8453	0.126	0.754	4.172	1.000	483.690	221.681	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	483.440	221.430	336.654	0.501
8454	8454	0.377	2.026	1.936	1.000	102.783	229.195	337.239	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	102.700	228.945	336.654	0.501
8455	8455	0.126	0.754	4.172	1.000	433.092	246.730	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	432.841	246.479	336.654	0.501
8456	8456	0.251	1.416	2.519	1.000	364.208	331.394	336.905	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	363.707	331.144	336.654	0.501
8457	8457	0.251	1.416	2.519	1.000	252.240	336.404	337.155	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	251.990	336.153	336.654	0.501
8458	8458	0.126	0.754	4.172	1.000	229.195	341.414	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	228.945	341.163	336.654	0.501
8459	8459	0.126	0.754	4.172	1.000	505.733	361.452	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	505.482	361.202	336.654	0.501
8460	8460	4.904	15.409	0.743	1.000	362.352	383.341	337.830	1.599	1.026	0.872	62.890	-50.462	70.042	1.559	1.834	1.177	362.204	382.744	337.155	0.668
8461	8461	0.126	0.754	4.172	1.000	154.049	510.743	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	153.799	510.492	336.654	0.501
8462	8462	0.126	0.754	4.172	1.000	400.528	515.752	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	400.278	515.502	336.654	0.501
8463	8463	0.126	0.754	4.172	1.000	399.526	516.253	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	399.276	516.003	336.654	0.501
8464	8464	0.126	0.754	4.172	1.000	304.341	544.308	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	304.091	544.057	336.654	0.501
8465	8465	0.126	0.754	4.172	1.000	132.007	559.337	336.905	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	131.756	559.087	336.654	0.501
8466	8466	0.126	0.754	4.172	1.000	106.457	208.656	337.406	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	106.206	208.405	337.155	0.501
8467	8467	309.174	301.970	0.393	-0.500	496.441	220.545	346.159	8.895	3.385	2.774	58.611	-71.195	11.638	2.628	3.207	1.220	495.964	220.428	347.175	2.505
8468	8468	1.509	6.542	0.920	1.000	484.275	221.806	338.032	1.071	0.865	0.462	-45.856	-45.005	74.226	1.239	2.317	1.871	483.941	221.430	337.155	0.501
8469	8469	0.251	1.416	2.519	1.000	432.591	246.980	337.406	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	432.340	246.479	337.155	0.501
8470	8470	0.126	0.754	4.172	1.000	279.794	290.815	337.406	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	279.543	290.565	337.155	0.501
8471	8471	0.126	0.754	4.172	1.000	231.199	340.412	337.406	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	230.949	340.161	337.155	0.501
8472	8472	0.126	0.754	4.172	1.000	505.232	361.452	337.406	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	504.981	361.202	337.155	0.501
8473	8473	0.126	0.754	4.172	1.000	346.423	434.094	337.406	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	346.173	433.843	337.155	0.501
8474	8474	0.251	1.416	2.519	1.000	401.029	515.001	337.406	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	400.779	514.500	337.155	0.501
8475	8475	0.126	0.754	4.172	1.000	400.528	516.253	337.406	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	400.278	516.003	337.155	0.501
8476	8476	0.126	0.754	4.172	1.000	526.273	133.509	337.907	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	526.022	133.259	337.656	0.501
8477	8477	0.126	0.754	4.172	1.000	330.893	246.730	337.907	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	330.643	246.479	337.656	0.501
8478	8478	0.126	0.754	4.172	1.000	319.371	287.308	337.907	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	319.120	287.058	337.656	0.501
8479	8479	0.126	0.754	4.172	1.000	253.743	307.848	337.907	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	253.493	307.598	337.656	0.501
8480	8480	8.550	28.568	0.355	0.500	229.792	341.023	340.095	2.215	1.567	0.932	-83.875	-44.774	110.893	1.414	2.376	1.680	229.446	341.163	340.161	0.668
8481	8481	0.126	0.754	4.172	1.000	505.733	361.953	337.907	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	505.482	361.703	337.656	0.501
8482	8482	0.629	3.163	1.413	1.000	345.722	433.793	338.408	0.926	0.383	0.317	45.000	-39.232	90.000	2.414	2.922	1.210	345.171	433.342	337.656	0.501
8483	8483	0.377	2.026	1.936	1.000	306.011	436.098	338.241	0.647	0.373	1.271E-13	1.223E-24	-45.000	90.000	1.732	5.088E12	2.938E12	305.594	435.847	337.656	0.501
