 	Label	Volume	SurfaceArea	Sphericity	EulerNumber	Elli.Center.X	Elli.Center.Y	Elli.Center.Z	Elli.R1	Elli.R2	Elli.R3	Elli.Azim	Elli.Elev	Elli.Roll	Elli.R1/R2	Elli.R1/R3	Elli.R2/R3	InscrBall.Center.X	InscrBall.Center.Y	InscrBall.Center.Z	InscrBall.Radius
1246	1246	79.588	147.024	0.225	1.000	622.709	112.755	299.425	5.734	2.990	1.769	-33.289	-5.029	174.333	1.918	3.241	1.690	624.213	111.717	299.081	1.503
1247	1247	0.251	1.416	2.519	1.000	618.953	115.725	297.328	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	618.702	115.224	297.077	0.501
1248	1248	3.520	13.331	0.592	1.000	627.058	140.326	299.189	2.238	0.883	0.491	9.218	57.534	-52.300	2.535	4.557	1.798	627.219	140.273	297.077	0.501
1249	1249	9.681	24.291	0.740	1.000	450.723	463.658	299.176	1.830	1.280	1.080	6.635	-61.989	113.674	1.429	1.694	1.185	450.375	463.401	298.580	1.002
1250	1250	0.126	0.754	4.172	1.000	248.232	484.191	297.328	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	247.982	483.941	297.077	0.501
1251	1251	0.251	1.416	2.519	1.000	320.874	494.711	297.578	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	320.623	494.461	297.077	0.501
1252	1252	16.345	40.351	0.460	1.000	615.828	102.018	299.393	2.129	1.978	1.282	-28.442	-38.302	106.912	1.077	1.661	1.543	615.196	101.698	298.580	1.002
1253	1253	0.126	0.754	4.172	1.000	625.466	113.471	297.829	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	625.215	113.220	297.578	0.501
1254	1254	0.251	1.416	2.519	1.000	248.733	484.442	297.829	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	248.483	483.941	297.578	0.501
1255	1255	0.126	0.754	4.172	1.000	612.941	101.948	298.330	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	612.691	101.698	298.079	0.501
1256	1256	0.126	0.754	4.172	1.000	621.458	111.467	298.330	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	621.207	111.216	298.079	0.501
1257	1257	0.880	4.236	1.152	1.000	606.500	129.215	298.974	0.976	0.542	0.434	29.028	-47.474	29.028	1.802	2.247	1.247	606.178	128.750	298.079	0.501
1258	1258	19.488	39.881	0.677	1.000	629.819	146.525	299.648	2.426	1.624	1.375	-42.788	6.190	169.350	1.494	1.764	1.181	629.724	145.783	299.081	1.169
1259	1259	5.406	19.674	0.434	0.500	435.399	281.005	299.611	1.687	1.441	0.848	-2.946	29.063	20.308	1.170	1.989	1.700	434.845	280.044	299.582	0.668
1260	1260	0.251	1.416	2.519	1.000	599.415	287.308	298.580	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	599.164	287.058	298.079	0.501
1261	1261	0.377	2.026	1.936	1.000	607.264	324.380	298.497	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	606.679	324.130	298.079	0.501
1262	1262	3.772	13.873	0.603	1.000	606.996	324.998	299.599	1.602	1.070	0.695	-1.287	-38.115	46.286	1.497	2.304	1.539	606.178	324.631	298.580	0.668
1263	1263	1.257	5.260	1.229	1.000	372.173	359.098	298.881	0.845	0.740	0.412	-172.692	42.580	23.785	1.142	2.048	1.793	371.722	358.697	298.079	0.501
1264	1264	3.395	11.741	0.805	1.000	228.694	562.658	299.629	1.451	0.974	0.650	-13.551	47.890	-90.252	1.491	2.232	1.497	228.444	562.593	299.582	0.668
1265	1265	5.155	16.276	0.697	1.000	264.642	563.785	299.711	1.553	1.257	0.723	-7.922	3.801	-94.263	1.235	2.148	1.739	264.013	563.595	299.582	0.668
1266	1266	0.126	0.754	4.172	1.000	296.827	564.848	298.330	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	296.576	564.597	298.079	0.501
1267	1267	0.126	0.754	4.172	1.000	612.440	101.948	298.831	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	612.190	101.698	298.580	0.501
1268	1268	2.263	9.571	0.661	1.000	626.913	104.954	299.749	1.446	1.007	0.349	-90.000	-1.061E-13	92.991	1.437	4.149	2.888	626.718	104.703	298.580	0.501
1269	1269	28.793	72.013	0.251	2.000	616.516	109.159	300.008	3.242	2.803	1.213	-34.363	8.589	176.753	1.157	2.673	2.311	617.200	108.210	299.582	0.835
1270	1270	0.126	0.754	4.172	1.000	615.947	110.966	298.831	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	615.697	110.715	298.580	0.501
1271	1271	4.149	13.560	0.781	1.000	628.745	132.113	299.939	1.461	1.088	0.780	-26.595	16.641	33.129	1.343	1.873	1.395	628.722	131.756	299.582	0.668
1272	1272	8.801	22.325	0.787	1.000	633.259	138.491	299.797	1.879	1.205	1.018	-24.015	9.849	-165.571	1.559	1.845	1.183	633.231	137.768	299.582	0.835
1273	1273	0.629	3.350	1.189	1.000	494.711	153.649	299.733	1.328	0.378	0.000	-90.000	44.478	90.000	3.516	Infinity	Infinity	494.461	153.298	298.580	0.501
1274	1274	1.886	7.659	0.896	1.000	393.114	201.475	299.532	1.274	0.752	0.516	-3.563	38.012	-82.009	1.694	2.468	1.457	392.763	201.391	298.580	0.501
1275	1275	2.263	8.412	0.973	1.000	216.254	215.029	299.471	1.138	0.771	0.679	30.986	56.723	-74.437	1.477	1.675	1.134	215.920	214.417	298.580	0.501
1276	1276	0.126	0.754	4.172	1.000	405.037	303.841	298.831	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	404.787	303.590	298.580	0.501
1277	1277	1.509	6.450	0.960	1.000	538.630	383.120	299.415	1.186	0.772	0.386	43.298	40.004	-33.541	1.537	3.071	1.997	538.547	383.245	298.580	0.501
1278	1278	1.635	7.007	0.878	1.000	306.268	391.241	299.524	1.162	0.846	0.501	-31.925	-45.055	-15.426	1.374	2.320	1.688	305.594	390.759	298.580	0.501
1279	1279	0.251	1.416	2.519	1.000	545.811	472.168	299.081	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	545.560	471.917	298.580	0.501
1280	1280	2.137	7.976	1.018	1.000	537.559	472.610	299.833	1.117	0.768	0.613	-5.874	41.557	22.188	1.455	1.822	1.252	537.545	472.418	298.580	0.501
1281	1281	1.006	4.889	0.979	1.000	546.813	472.356	299.645	1.112	0.779	0.000	90.000	-44.986	90.000	1.427	Infinity	Infinity	546.562	472.418	298.580	0.501
1282	1282	3.018	10.429	0.908	1.000	244.767	486.946	299.666	1.263	0.844	0.759	-57.081	76.304	-159.163	1.497	1.664	1.112	244.475	486.445	299.582	0.668
1283	1283	1.635	7.297	0.778	1.000	320.334	494.827	299.255	1.441	0.861	0.408	-63.539	-30.150	117.460	1.674	3.535	2.111	320.122	494.461	298.580	0.501
1284	1284	0.126	0.754	4.172	1.000	310.854	497.216	298.831	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	310.604	496.966	298.580	0.501
1285	1285	0.251	1.416	2.519	1.000	245.227	562.844	299.081	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	244.976	562.593	298.580	0.501
1286	1286	0.251	1.416	2.519	1.000	243.473	563.345	298.831	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	242.972	563.094	298.580	0.501
1287	1287	0.126	0.754	4.172	1.000	244.726	563.345	298.831	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	244.475	563.094	298.580	0.501
1288	1288	1.383	6.171	0.920	1.000	469.572	566.077	299.514	1.201	0.761	0.370	61.590	58.260	-66.156	1.578	3.246	2.057	468.911	565.599	298.580	0.501
1289	1289	4.778	15.390	0.708	1.000	606.086	93.946	300.083	2.009	0.948	0.660	-63.259	0.509	171.653	2.120	3.043	1.435	605.677	93.682	299.582	0.668
1290	1290	0.251	1.416	2.519	1.000	618.452	99.443	299.582	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	618.201	99.193	299.081	0.501
1291	1291	4.401	15.111	0.635	1.000	497.703	104.954	300.090	2.409	0.737	0.618	-60.388	-2.571	177.888	3.267	3.897	1.193	497.968	104.203	299.081	0.501
1292	1292	0.251	1.416	2.519	1.000	620.957	109.713	299.332	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	620.706	109.212	299.081	0.501
1293	1293	0.126	0.754	4.172	1.000	620.456	110.465	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	620.205	110.214	299.081	0.501
1294	1294	0.126	0.754	4.172	1.000	621.458	115.474	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	621.207	115.224	299.081	0.501
1295	1295	0.251	1.416	2.519	1.000	623.963	123.240	299.332	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	623.712	122.739	299.081	0.501
1296	1296	0.126	0.754	4.172	1.000	606.429	128.500	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	606.178	128.249	299.081	0.501
1297	1297	0.880	4.280	1.118	1.000	629.974	139.664	299.904	1.003	0.692	0.000	-90.000	-40.757	90.000	1.449	Infinity	Infinity	629.724	139.271	299.081	0.501
1298	1298	0.377	2.078	1.793	1.000	494.210	153.047	299.833	0.915	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	493.960	152.797	299.081	0.501
1299	1299	1.509	5.974	1.207	1.000	414.931	155.719	299.958	0.854	0.757	0.533	38.037	49.468	-179.125	1.128	1.603	1.421	414.806	155.302	299.081	0.501
1300	1300	1.886	7.812	0.844	1.000	545.343	159.093	299.933	1.002	0.901	0.618	162.740	-38.151	167.463	1.112	1.620	1.457	545.059	158.308	299.081	0.501
1301	1301	0.880	4.052	1.316	1.000	465.941	173.731	299.976	0.847	0.582	0.349	33.690	-46.763	101.190	1.454	2.426	1.668	465.405	173.337	299.081	0.501
1302	1302	1.006	4.752	1.066	1.000	433.217	194.002	299.958	1.022	0.693	0.351	34.710	38.097	6.581	1.474	2.910	1.974	433.342	193.877	299.081	0.501
1303	1303	0.503	2.688	1.474	1.000	301.837	216.045	299.707	0.970	0.396	0.000	90.000	-43.492	-90.000	2.449	Infinity	Infinity	301.586	215.419	299.081	0.501
1304	1304	1.635	6.915	0.914	1.000	240.217	234.591	299.871	1.061	0.825	0.492	-14.609	47.484	-138.109	1.285	2.156	1.677	239.966	233.955	299.081	0.501
1305	1305	1.132	5.021	1.144	1.000	278.291	238.046	299.777	1.002	0.584	0.415	31.300	-52.327	54.080	1.716	2.416	1.407	277.539	237.462	299.081	0.501
1306	1306	4.526	14.656	0.736	1.000	359.560	240.286	300.055	1.413	1.241	0.698	-52.562	10.208	173.596	1.138	2.024	1.779	359.198	239.966	299.582	0.668
1307	1307	0.126	0.754	4.172	1.000	357.946	280.295	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	357.695	280.044	299.081	0.501
1308	1308	0.126	0.754	4.172	1.000	437.100	281.798	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	436.849	281.547	299.081	0.501
1309	1309	5.532	17.297	0.669	1.000	600.155	288.356	299.958	1.788	1.098	0.800	-83.561	42.858	-173.863	1.629	2.236	1.373	600.166	287.559	299.582	0.668
1310	1310	0.126	0.754	4.172	1.000	598.914	287.308	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	598.664	287.058	299.081	0.501
1311	1311	0.503	2.688	1.474	1.000	405.413	303.966	299.332	0.970	0.396	0.000	-71.565	-0.000	0.000	2.449	Infinity	Infinity	405.288	303.089	299.081	0.501
1312	1312	0.251	1.416	2.519	1.000	588.895	333.147	299.332	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	588.644	332.646	299.081	0.501
1313	1313	1.383	6.024	0.990	1.500	355.441	343.281	299.969	1.010	0.724	0.568	-29.871	33.993	-77.889	1.395	1.778	1.275	355.190	342.666	299.081	0.501
1314	1314	0.126	0.754	4.172	1.000	355.441	343.918	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	355.190	343.668	299.081	0.501
1315	1315	0.251	1.416	2.519	1.000	351.934	369.969	299.582	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	351.683	369.719	299.081	0.501
1316	1316	0.377	2.026	1.936	1.000	554.828	370.804	299.666	0.647	0.373	0.000	90.000	35.264	-90.000	1.732	Infinity	Infinity	554.578	370.720	299.081	0.501
1317	1317	0.126	0.754	4.172	1.000	229.696	383.495	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	229.446	383.245	299.081	0.501
1318	1318	1.886	7.061	1.143	1.000	177.027	429.151	299.933	0.887	0.805	0.628	-32.218	37.871	-94.626	1.102	1.412	1.281	176.844	428.833	299.582	0.668
1319	1319	2.012	7.276	1.188	1.000	608.965	487.510	299.958	0.895	0.787	0.661	-1.836	45.059	-107.352	1.138	1.355	1.191	608.683	486.946	299.081	0.501
1320	1320	0.126	0.754	4.172	1.000	321.375	493.710	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	321.124	493.459	299.081	0.501
1321	1321	0.126	0.754	4.172	1.000	322.377	493.710	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	322.126	493.459	299.081	0.501
1322	1322	0.126	0.754	4.172	1.000	321.876	494.210	299.332	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	321.625	493.960	299.081	0.501
1323	1323	0.377	2.026	1.936	1.000	242.722	563.178	299.499	0.647	0.373	0.000	90.000	-35.264	-90.000	1.732	Infinity	Infinity	242.471	562.593	299.081	0.501
1324	1324	1.006	4.889	0.979	1.000	496.214	565.850	299.770	0.970	0.874	0.000	-180.000	2.112E-15	-90.000	1.109	Infinity	Infinity	495.463	565.599	299.081	0.501
1325	1325	1.132	5.034	1.135	1.000	352.825	566.462	299.944	0.946	0.626	0.448	17.064	-60.798	80.594	1.510	2.109	1.397	352.184	566.100	299.081	0.501
1326	1326	2.263	8.837	0.839	1.000	590.871	92.096	300.167	1.561	0.652	0.522	-35.943	3.802	-179.291	2.395	2.989	1.248	591.650	91.177	299.582	0.501
1327	1327	0.126	0.754	4.172	1.000	617.450	99.944	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	617.200	99.694	299.582	0.501
1328	1328	2.012	7.740	0.987	1.000	607.149	103.921	300.177	1.051	0.922	0.515	-54.279	4.116	-175.729	1.140	2.043	1.791	606.679	103.201	299.582	0.501
1329	1329	0.251	1.416	2.519	1.000	625.967	104.453	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	625.716	104.203	299.582	0.501
1330	1330	0.880	4.423	1.013	1.000	614.587	106.242	300.191	1.395	0.472	0.289	-32.334	16.096	148.590	2.955	4.832	1.635	614.695	105.705	299.582	0.501
1331	1331	0.754	3.669	1.303	1.000	618.786	106.791	300.250	0.859	0.560	0.314	83.354	-26.759	27.325	1.534	2.732	1.782	618.702	106.206	299.582	0.501
1332	1332	0.126	0.754	4.172	1.000	621.458	106.958	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	621.207	106.707	299.582	0.501
1333	1333	2.766	11.275	0.604	1.000	611.712	108.962	300.174	2.302	0.650	0.471	-60.527	-0.287	150.090	3.540	4.883	1.379	612.190	107.709	299.582	0.501
1334	1334	0.251	1.416	2.519	1.000	613.943	107.960	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	613.693	107.709	299.582	0.501
1335	1335	0.251	1.416	2.519	1.000	619.955	111.968	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	619.704	111.717	299.582	0.501
1336	1336	1.760	8.184	0.639	1.000	609.900	115.689	300.191	1.759	0.731	0.494	-13.651	0.830	-168.607	2.407	3.560	1.479	608.683	115.224	299.582	0.501
1337	1337	0.126	0.754	4.172	1.000	617.450	115.474	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	617.200	115.224	299.582	0.501
1338	1338	0.377	2.026	1.936	1.000	631.811	117.979	300.167	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	631.728	117.729	299.582	0.501
1339	1339	0.126	0.754	4.172	1.000	267.770	118.981	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	267.520	118.731	299.582	0.501
1340	1340	0.629	3.153	1.426	1.000	365.961	122.087	300.033	0.868	0.501	0.000	90.000	-17.548	-90.000	1.732	Infinity	Infinity	365.711	121.236	299.582	0.501
1341	1341	0.126	0.754	4.172	1.000	625.466	121.486	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	625.215	121.236	299.582	0.501
1342	1342	0.126	0.754	4.172	1.000	623.462	122.989	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	623.211	122.739	299.582	0.501
1343	1343	0.754	3.484	1.522	1.000	624.130	124.241	300.167	0.647	0.560	0.373	0.000	-35.264	0.000	1.155	1.732	1.500	623.712	123.740	299.582	0.501
1344	1344	0.251	1.416	2.519	1.000	492.207	154.550	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	491.956	154.300	299.582	0.501
1345	1345	1.132	5.323	0.960	1.000	616.615	166.184	300.222	1.286	0.564	0.366	-37.122	-10.173	-150.172	2.281	3.516	1.542	616.198	165.822	299.582	0.501
1346	1346	0.754	3.616	1.361	1.000	421.486	184.525	300.167	0.808	0.507	0.370	-7.453	-21.586	123.089	1.595	2.186	1.370	420.818	184.358	299.582	0.501
1347	1347	0.880	3.856	1.529	1.000	636.201	184.895	300.119	0.599	0.599	0.453	-69.807	-52.057	159.967	1.000	1.323	1.323	635.736	184.358	299.582	0.501
1348	1348	1.132	4.796	1.313	1.000	332.619	185.666	300.111	0.886	0.574	0.431	65.797	-5.739	114.203	1.543	2.055	1.332	332.146	184.859	299.582	0.501
1349	1349	0.880	4.238	1.151	1.000	394.731	200.354	299.976	1.127	0.450	0.339	20.850	20.693	-18.737	2.503	3.322	1.328	394.266	199.888	299.582	0.501
1350	1350	0.126	0.754	4.172	1.000	302.338	215.669	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	302.087	215.419	299.582	0.501
1351	1351	0.754	3.668	1.305	1.000	357.361	279.961	300.083	0.907	0.534	0.279	-14.398	27.182	30.708	1.698	3.245	1.911	357.194	279.543	299.582	0.501
1352	1352	0.251	1.416	2.519	1.000	422.070	286.306	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	421.820	286.056	299.582	0.501
1353	1353	0.126	0.754	4.172	1.000	345.922	321.876	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	345.672	321.625	299.582	0.501
1354	1354	0.754	3.813	1.161	1.000	537.294	382.493	300.250	0.985	0.598	0.318	20.737	-13.899	-18.259	1.648	3.099	1.880	536.543	382.243	299.582	0.501
1355	1355	0.251	1.416	2.519	1.000	539.048	383.996	299.833	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	538.547	383.746	299.582	0.501
1356	1356	0.126	0.754	4.172	1.000	248.733	485.193	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	248.483	484.942	299.582	0.501
1357	1357	0.629	3.204	1.359	1.000	321.976	493.609	300.234	0.883	0.454	0.344	83.297	-40.680	-19.767	1.946	2.571	1.321	321.625	492.958	299.582	0.501
1358	1358	0.126	0.754	4.172	1.000	322.377	494.210	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	322.126	493.960	299.582	0.501
1359	1359	0.377	2.026	1.936	1.000	458.474	505.232	300.167	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	458.391	504.981	299.582	0.501
1360	1360	0.251	1.416	2.519	1.000	188.617	559.838	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	188.366	559.588	299.582	0.501
1361	1361	0.126	0.754	4.172	1.000	190.119	559.838	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	189.869	559.588	299.582	0.501
1362	1362	0.377	2.026	1.936	1.000	242.054	562.844	300.000	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	241.469	562.593	299.582	0.501
1363	1363	0.126	0.754	4.172	1.000	243.724	563.345	299.833	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	243.473	563.094	299.582	0.501
1364	1364	0.754	3.813	1.161	1.000	245.394	563.094	300.250	1.142	0.469	0.282	-23.425	-5.602	128.993	2.435	4.043	1.660	244.976	563.094	299.582	0.501
1365	1365	0.251	1.416	2.519	1.000	296.827	564.848	300.083	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	296.576	564.597	299.582	0.501
1366	1366	0.126	0.754	4.172	1.000	607.431	91.929	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	607.180	91.678	300.083	0.501
1367	1367	0.126	0.754	4.172	1.000	607.932	92.430	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	607.681	92.179	300.083	0.501
1368	1368	0.251	1.416	2.519	1.000	618.953	98.692	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	618.702	98.191	300.083	0.501
1369	1369	0.126	0.754	4.172	1.000	612.440	102.449	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	612.190	102.199	300.083	0.501
1370	1370	0.126	0.754	4.172	1.000	622.460	104.453	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	622.209	104.203	300.083	0.501
1371	1371	0.251	1.416	2.519	1.000	620.957	108.210	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	620.706	107.709	300.083	0.501
1372	1372	0.126	0.754	4.172	1.000	590.397	115.474	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	590.147	115.224	300.083	0.501
1373	1373	0.126	0.754	4.172	1.000	622.460	115.975	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	622.209	115.725	300.083	0.501
1374	1374	0.126	0.754	4.172	1.000	631.477	116.977	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	631.227	116.727	300.083	0.501
1375	1375	0.126	0.754	4.172	1.000	632.479	116.977	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	632.229	116.727	300.083	0.501
1376	1376	0.126	0.754	4.172	1.000	366.462	121.486	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	366.212	121.236	300.083	0.501
1377	1377	0.126	0.754	4.172	1.000	623.462	122.488	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	623.211	122.238	300.083	0.501
1378	1378	0.377	2.026	1.936	1.000	623.629	126.162	300.334	0.647	0.373	0.000	-45.000	-0.000	0.000	1.732	Infinity	Infinity	623.211	125.744	300.083	0.501
1379	1379	0.126	0.754	4.172	1.000	623.963	126.997	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	623.712	126.746	300.083	0.501
1380	1380	0.251	1.416	2.519	1.000	606.429	128.249	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	606.178	127.748	300.083	0.501
1381	1381	0.126	0.754	4.172	1.000	634.984	137.517	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	634.734	137.267	300.083	0.501
1382	1382	0.126	0.754	4.172	1.000	633.982	152.546	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	633.732	152.296	300.083	0.501
1383	1383	0.126	0.754	4.172	1.000	630.976	160.562	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	630.726	160.312	300.083	0.501
1384	1384	0.126	0.754	4.172	1.000	618.452	163.067	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	618.201	162.816	300.083	0.501
1385	1385	0.126	0.754	4.172	1.000	617.951	165.071	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	617.701	164.820	300.083	0.501
1386	1386	0.126	0.754	4.172	1.000	610.937	193.125	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	610.687	192.875	300.083	0.501
1387	1387	0.126	0.754	4.172	1.000	357.445	240.217	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	357.194	239.966	300.083	0.501
1388	1388	0.126	0.754	4.172	1.000	562.844	250.236	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	562.593	249.986	300.083	0.501
1389	1389	0.126	0.754	4.172	1.000	357.946	279.293	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	357.695	279.042	300.083	0.501
1390	1390	0.126	0.754	4.172	1.000	357.946	280.295	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	357.695	280.044	300.083	0.501
1391	1391	0.126	0.754	4.172	1.000	436.098	281.798	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	435.847	281.547	300.083	0.501
1392	1392	0.126	0.754	4.172	1.000	262.260	283.301	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	262.009	283.050	300.083	0.501
1393	1393	0.377	2.026	1.936	1.000	369.635	288.978	300.334	0.647	0.373	0.000	-45.000	-0.000	0.000	1.732	Infinity	Infinity	369.218	288.561	300.083	0.501
1394	1394	0.126	0.754	4.172	1.000	476.676	310.854	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	476.426	310.604	300.083	0.501
1395	1395	0.126	0.754	4.172	1.000	345.421	321.876	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	345.171	321.625	300.083	0.501
1396	1396	0.251	1.416	2.519	1.000	588.895	332.646	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	588.644	332.146	300.083	0.501
1397	1397	0.126	0.754	4.172	1.000	308.850	342.916	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	308.600	342.666	300.083	0.501
1398	1398	0.126	0.754	4.172	1.000	284.303	357.946	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	284.052	357.695	300.083	0.501
1399	1399	0.251	1.416	2.519	1.000	274.784	367.715	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	274.534	367.214	300.083	0.501
1400	1400	0.251	1.416	2.519	1.000	324.380	372.223	300.334	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	324.130	371.722	300.083	0.501
1401	1401	0.126	0.754	4.172	1.000	270.275	383.495	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	270.025	383.245	300.083	0.501
1402	1402	0.126	0.754	4.172	1.000	305.844	390.008	300.334	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	305.594	389.757	300.083	0.501
