 	Label	Volume	SurfaceArea	Sphericity	EulerNumber	Elli.Center.X	Elli.Center.Y	Elli.Center.Z	Elli.R1	Elli.R2	Elli.R3	Elli.Azim	Elli.Elev	Elli.Roll	Elli.R1/R2	Elli.R1/R3	Elli.R2/R3	InscrBall.Center.X	InscrBall.Center.Y	InscrBall.Center.Z	InscrBall.Radius
31	31	0.251	1.039	6.376	0.500	261.258	506.735	0.501	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	261.007	506.484	0.000	0.501
32	32	0.126	0.377	33.374	0.500	260.757	507.737	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	260.506	507.486	0.000	0.501
33	33	4.652	13.503	0.994	0.500	262.002	508.211	1.523	1.629	0.932	0.793	-22.024	-43.324	135.880	1.748	2.054	1.175	261.508	507.987	1.002	0.668
34	34	6.161	16.379	0.977	0.500	490.857	545.044	1.160	1.951	1.164	0.855	46.181	-57.397	54.579	1.676	2.283	1.362	489.952	544.558	0.000	0.668
35	35	0.126	0.377	33.374	0.500	490.704	545.811	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	490.453	545.560	0.000	0.501
36	36	1.509	4.227	3.408	0.500	533.495	573.573	0.543	0.974	0.747	0.495	9.084	-3.509	67.525	1.303	1.968	1.510	532.535	573.114	0.000	0.501
37	37	0.126	0.377	33.374	0.500	371.973	574.867	0.250	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	371.722	574.617	0.000	0.501
38	38	0.377	1.318	7.036	0.500	439.771	575.869	0.417	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	439.354	575.619	0.000	0.501
39	39	0.126	0.754	4.172	1.000	220.178	237.211	0.751	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	219.927	236.961	0.501	0.501
40	40	0.377	2.026	1.936	1.000	459.977	258.085	1.252	0.647	0.373	0.000	-45.000	-0.000	0.000	1.732	Infinity	Infinity	459.894	257.500	1.002	0.501
41	41	0.126	0.754	4.172	1.000	305.844	320.874	1.252	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	305.594	320.623	1.002	0.501
42	42	0.126	0.754	4.172	1.000	458.140	339.911	1.252	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	457.890	339.660	1.002	0.501
43	43	0.251	1.416	2.519	1.000	233.955	298.330	1.753	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	233.454	298.079	1.503	0.501
44	44	0.251	1.416	2.519	1.000	493.209	354.940	2.004	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	492.958	354.689	1.503	0.501
45	45	0.251	1.416	2.519	1.000	537.545	428.082	1.753	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	537.044	427.831	1.503	0.501
46	46	0.126	0.754	4.172	1.000	261.258	509.240	1.753	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	261.007	508.989	1.503	0.501
47	47	0.126	0.754	4.172	1.000	233.704	298.330	2.755	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	233.454	298.079	2.505	0.501
48	48	0.126	0.754	4.172	1.000	262.260	352.936	2.755	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	262.009	352.685	2.505	0.501
49	49	0.126	0.754	4.172	1.000	261.759	353.437	2.755	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	261.508	353.186	2.505	0.501
50	50	2.892	11.128	0.686	1.500	445.464	245.684	5.543	1.427	0.974	0.645	80.102	40.252	116.087	1.465	2.212	1.510	445.366	245.978	4.008	0.501
51	51	0.126	0.754	4.172	1.000	467.659	289.312	4.258	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	467.408	289.062	4.008	0.501
52	52	0.126	0.754	4.172	1.000	512.747	283.301	4.759	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	512.496	283.050	4.509	0.501
53	53	0.754	3.720	1.250	1.500	462.399	317.033	5.093	0.947	0.550	0.300	-70.296	-34.964	142.802	1.724	3.159	1.832	461.898	317.116	4.509	0.501
54	54	0.126	0.754	4.172	1.000	83.913	477.177	4.759	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	83.663	476.927	4.509	0.501
55	55	0.126	0.754	4.172	1.000	468.160	254.745	5.260	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	467.909	254.495	5.010	0.501
56	56	0.126	0.754	4.172	1.000	513.247	283.301	5.260	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	512.997	283.050	5.010	0.501
57	57	0.126	0.754	4.172	1.000	431.589	350.932	5.260	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	431.338	350.682	5.010	0.501
58	58	0.126	0.754	4.172	1.000	83.412	477.177	5.260	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	83.162	476.927	5.010	0.501
59	59	0.126	0.754	4.172	1.000	462.148	316.365	5.761	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	461.898	316.114	5.511	0.501
60	60	3.269	10.956	0.919	1.000	452.456	371.800	6.725	1.152	0.961	0.792	-12.772	22.680	-107.790	1.199	1.455	1.214	451.878	371.722	6.513	0.668
61	61	0.251	1.416	2.519	1.000	377.985	574.867	6.012	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	377.734	574.617	5.511	0.501
62	62	0.503	2.594	1.638	1.000	272.154	262.009	6.638	0.732	0.396	0.303	54.736	35.264	-54.736	1.848	2.414	1.307	272.029	262.009	6.012	0.501
63	63	0.126	0.754	4.172	1.000	431.589	350.431	6.262	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	431.338	350.181	6.012	0.501
64	64	0.377	2.026	1.936	1.000	436.265	575.368	6.429	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	435.847	575.118	6.012	0.501
65	65	1.760	6.572	1.234	1.000	442.217	228.015	7.300	0.824	0.733	0.664	-21.960	-55.137	133.154	1.124	1.242	1.105	441.859	227.943	7.014	0.668
66	66	2.012	8.412	0.769	1.000	226.878	439.166	7.922	1.409	0.695	0.656	78.049	39.823	-82.364	2.028	2.147	1.059	226.440	439.354	6.513	0.501
67	67	0.251	1.416	2.519	1.000	378.987	574.867	7.014	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	378.736	574.617	6.513	0.501
68	68	0.126	0.754	4.172	1.000	259.755	218.174	7.765	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	259.504	217.924	7.515	0.501
69	69	0.126	0.754	4.172	1.000	272.279	262.260	7.765	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	272.029	262.009	7.515	0.501
70	70	0.251	1.416	2.519	1.000	191.121	409.045	8.016	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	190.871	408.794	7.515	0.501
71	71	0.126	0.754	4.172	1.000	456.137	245.227	8.266	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	455.886	244.976	8.016	0.501
72	72	0.126	0.754	4.172	1.000	321.375	317.868	8.266	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	321.124	317.617	8.016	0.501
73	73	0.251	1.416	2.519	1.000	369.218	343.918	8.266	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	368.717	343.668	8.016	0.501
74	74	0.126	0.754	4.172	1.000	456.137	244.726	8.767	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	455.886	244.475	8.517	0.501
75	75	0.880	4.039	1.329	1.000	455.421	245.799	8.982	0.760	0.599	0.437	-72.321	22.339	-132.354	1.269	1.740	1.371	455.385	244.976	8.517	0.501
76	76	0.126	0.754	4.172	1.000	470.164	242.221	9.268	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	469.913	241.970	9.018	0.501
77	77	0.126	0.754	4.172	1.000	470.164	241.720	9.769	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	469.913	241.469	9.518	0.501
78	78	0.126	0.754	4.172	1.000	320.874	333.899	9.769	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	320.623	333.648	9.518	0.501
79	79	0.126	0.754	4.172	1.000	319.872	395.018	9.769	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	319.621	394.767	9.518	0.501
80	80	0.251	1.416	2.519	1.000	298.831	281.798	11.021	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	298.580	281.547	10.520	0.501
81	81	0.377	2.026	1.936	1.000	320.540	333.732	10.771	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	320.122	333.147	10.520	0.501
82	82	0.629	3.059	1.561	1.000	484.391	382.894	11.472	0.661	0.501	0.340	40.391	-40.593	62.729	1.319	1.946	1.475	483.941	382.243	11.021	0.501
83	83	0.251	1.416	2.519	1.000	633.481	198.386	11.773	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	633.231	197.885	11.522	0.501
84	84	1.886	7.379	1.001	1.000	212.363	457.606	13.142	1.082	0.792	0.578	-72.729	64.276	-153.784	1.366	1.872	1.371	211.912	456.888	12.023	0.501
85	85	0.126	0.754	4.172	1.000	215.669	380.990	12.775	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	215.419	380.740	12.524	0.501
86	86	0.126	0.754	4.172	1.000	215.669	380.489	13.276	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	215.419	380.239	13.025	0.501
87	87	0.126	0.754	4.172	1.000	369.468	490.203	13.276	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	369.218	489.952	13.025	0.501
88	88	0.126	0.754	4.172	1.000	215.669	380.990	13.777	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	215.419	380.740	13.526	0.501
89	89	0.126	0.754	4.172	1.000	274.784	419.064	13.777	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	274.534	418.814	13.526	0.501
90	90	0.377	2.026	1.936	1.000	262.761	443.779	14.111	0.647	0.373	0.000	90.000	-35.264	-90.000	1.732	Infinity	Infinity	262.510	443.362	13.526	0.501
91	91	0.377	2.026	1.936	1.000	262.427	444.447	13.777	0.647	0.373	3.972E-15	45.000	-1.453E-41	-1.956E-25	1.732	1.628E14	9.401E13	262.009	443.863	13.526	0.501
92	92	4.149	14.605	0.625	1.000	394.851	575.095	16.312	2.050	0.991	0.516	77.932	-80.379	2.350	2.068	3.971	1.920	394.266	574.617	14.027	0.501
93	93	0.251	1.416	2.519	1.000	451.127	228.193	15.530	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	450.876	227.943	15.029	0.501
94	94	0.126	0.754	4.172	1.000	290.815	333.899	15.781	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	290.565	333.648	15.530	0.501
95	95	0.126	0.754	4.172	1.000	452.630	228.193	16.282	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	452.379	227.943	16.031	0.501
96	96	0.126	0.754	4.172	1.000	291.316	333.899	16.282	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	291.066	333.648	16.031	0.501
97	97	8.801	28.146	0.393	1.000	536.063	573.100	19.051	3.519	1.152	0.589	4.135	83.539	-84.312	3.055	5.974	1.955	535.541	573.114	18.536	0.668
98	98	0.251	1.416	2.519	1.000	291.817	334.149	17.284	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	291.567	333.648	17.033	0.501
99	99	0.880	4.144	1.231	1.000	510.027	573.937	18.429	1.052	0.466	0.331	59.181	44.716	-60.411	2.257	3.181	1.409	509.991	574.116	17.534	0.501
100	100	0.126	0.754	4.172	1.000	394.016	574.867	17.785	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	393.765	574.617	17.534	0.501
101	101	0.126	0.754	4.172	1.000	436.599	311.355	18.787	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	436.348	311.105	18.536	0.501
102	102	0.126	0.754	4.172	1.000	292.819	334.400	18.787	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	292.569	334.149	18.536	0.501
103	103	0.377	2.026	1.936	1.000	293.153	334.567	19.788	0.647	0.373	0.000	45.000	-0.000	-0.000	1.732	Infinity	Infinity	292.569	334.149	19.538	0.501
104	104	30.176	60.658	0.461	1.500	294.602	336.959	21.458	2.650	2.192	1.453	57.807	-13.006	-35.433	1.209	1.824	1.509	294.072	337.155	20.540	1.169
105	105	2.012	8.567	0.728	1.000	390.822	266.142	21.792	1.376	0.846	0.655	-45.889	-31.057	-164.409	1.627	2.100	1.291	389.757	265.516	21.041	0.501
106	106	10.813	26.779	0.689	1.000	630.376	225.863	23.121	1.867	1.359	1.153	-23.871	25.195	-130.691	1.374	1.619	1.178	629.724	225.939	23.045	1.169
107	107	0.126	0.754	4.172	1.000	292.819	337.406	22.293	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	292.569	337.155	22.043	0.501
108	108	1.760	6.757	1.136	1.000	292.175	275.213	23.152	0.847	0.753	0.677	2.826E-12	39.232	-135.000	1.125	1.251	1.112	291.567	274.534	22.544	0.501
109	109	13.956	31.149	0.729	1.000	409.140	216.382	25.028	1.884	1.517	1.294	54.282	-47.622	-13.850	1.242	1.456	1.172	408.794	216.421	24.548	1.169
110	110	0.126	0.754	4.172	1.000	294.322	336.905	23.295	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	294.072	336.654	23.045	0.501
111	111	0.754	3.669	1.303	1.000	279.710	501.391	24.130	0.859	0.560	0.314	-26.565	-47.253	180.000	1.534	2.732	1.782	279.042	500.974	23.546	0.501
112	112	2.892	10.797	0.751	1.000	513.618	573.495	24.907	1.777	0.678	0.595	-18.172	-48.616	67.017	2.621	2.988	1.140	513.498	573.114	25.049	0.668
113	113	0.251	1.416	2.519	1.000	374.478	262.510	24.297	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	374.227	262.009	24.047	0.501
114	114	8.675	21.255	0.886	1.500	226.516	323.306	25.394	1.500	1.265	1.153	12.069	-29.721	-4.807	1.185	1.301	1.098	226.440	323.128	25.049	1.169
115	115	0.126	0.754	4.172	1.000	374.979	262.260	24.798	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	374.728	262.009	24.548	0.501
116	116	0.880	4.133	1.241	1.000	239.859	284.804	25.943	0.847	0.541	0.469	71.565	-47.673	-36.785	1.566	1.806	1.153	239.465	284.553	25.049	0.501
117	117	3.143	10.996	0.840	1.000	210.639	331.154	26.061	1.243	0.974	0.769	19.199	65.001	-66.988	1.276	1.617	1.267	210.409	330.643	25.550	0.668
118	118	0.251	1.416	2.519	1.000	507.737	341.664	25.299	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	507.486	341.163	25.049	0.501
119	119	0.126	0.754	4.172	1.000	362.454	307.347	25.800	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	362.204	307.097	25.550	0.501
120	120	0.126	0.754	4.172	1.000	362.955	307.347	26.301	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	362.705	307.097	26.051	0.501
121	121	0.126	0.754	4.172	1.000	248.232	282.299	26.802	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	247.982	282.048	26.552	0.501
122	122	1.509	6.068	1.153	1.000	250.946	394.016	27.261	0.921	0.779	0.449	63.072	36.097	-88.610	1.183	2.048	1.732	250.487	393.264	26.552	0.501
123	123	0.126	0.754	4.172	1.000	209.657	331.394	27.303	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	209.407	331.144	27.053	0.501
124	124	0.503	2.688	1.474	1.000	560.965	331.394	27.428	0.970	0.396	0.000	0.000	-18.435	90.000	2.449	Infinity	Infinity	560.089	331.144	27.053	0.501
125	125	0.503	2.543	1.739	1.000	515.502	388.004	27.554	0.560	0.560	0.000	-180.000	0.000	90.000	1.000	Infinity	Infinity	515.001	387.754	27.053	0.501
126	126	0.126	0.754	4.172	1.000	559.838	331.895	27.804	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	559.588	331.645	27.554	0.501
127	127	0.126	0.754	4.172	1.000	251.739	394.517	27.804	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	251.489	394.266	27.554	0.501
128	128	0.251	1.416	2.519	1.000	315.363	353.687	29.307	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	315.112	353.186	29.056	0.501
129	129	0.126	0.754	4.172	1.000	560.339	210.158	29.808	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	560.089	209.908	29.557	0.501
130	130	3.520	14.293	0.480	1.000	279.042	298.956	30.953	2.443	1.052	0.604	53.440	-66.894	25.812	2.322	4.047	1.743	277.539	297.578	29.557	0.501
131	131	0.126	0.754	4.172	1.000	414.055	256.248	30.309	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	413.804	255.998	30.058	0.501
132	132	0.126	0.754	4.172	1.000	279.794	298.330	32.313	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	279.543	298.079	32.062	0.501
133	133	0.126	0.754	4.172	1.000	298.831	291.817	32.814	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	298.580	291.567	32.563	0.501
134	134	0.377	2.078	1.793	1.000	280.295	298.330	33.315	0.915	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	280.044	298.079	32.563	0.501
135	135	0.503	2.543	1.739	1.000	454.634	338.658	33.064	0.560	0.560	0.000	-90.000	0.000	90.000	1.000	Infinity	Infinity	454.383	338.157	32.563	0.501
136	136	2.137	8.254	0.919	1.000	242.604	411.196	33.374	1.201	0.723	0.651	-14.277	-19.596	150.752	1.661	1.844	1.110	242.471	410.798	33.064	0.668
137	137	2.515	8.949	0.998	1.000	298.205	572.538	33.690	1.197	0.903	0.514	10.836	-44.740	82.361	1.325	2.328	1.756	297.578	572.112	32.563	0.501
138	138	0.126	0.754	4.172	1.000	460.144	220.178	33.315	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	459.894	219.927	33.064	0.501
139	139	0.126	0.754	4.172	1.000	207.153	527.275	34.317	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	206.902	527.024	34.066	0.501
140	140	0.126	0.754	4.172	1.000	166.073	555.830	34.317	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	165.822	555.580	34.066	0.501
141	141	0.377	2.026	1.936	1.000	166.908	555.830	34.651	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	166.824	555.580	34.066	0.501
142	142	1.509	6.294	1.033	1.000	493.626	573.490	35.068	1.174	0.610	0.477	-7.459	-60.438	87.950	1.925	2.461	1.278	492.958	573.114	34.066	0.501
143	143	0.126	0.754	4.172	1.000	284.303	351.934	34.818	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	284.052	351.683	34.567	0.501
144	144	0.503	2.543	1.739	1.000	285.054	352.435	35.068	0.560	0.560	0.000	-180.000	0.000	90.000	1.000	Infinity	Infinity	284.553	352.184	34.567	0.501
145	145	6.035	20.440	0.482	1.500	305.991	365.826	36.519	2.329	1.263	0.730	71.339	18.633	-90.381	1.843	3.189	1.730	305.594	365.210	36.070	0.668
146	146	0.629	3.059	1.561	1.000	334.099	569.657	35.419	0.661	0.501	0.340	-45.000	36.093	-180.000	1.319	1.946	1.475	333.648	569.106	35.068	0.501
147	147	0.126	0.754	4.172	1.000	321.876	447.620	35.820	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	321.625	447.369	35.569	0.501
148	148	0.126	0.754	4.172	1.000	123.490	347.425	36.321	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	123.240	347.175	36.070	0.501
149	149	0.126	0.754	4.172	1.000	451.628	394.016	36.321	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	451.377	393.765	36.070	0.501
150	150	0.251	1.416	2.519	1.000	137.517	401.280	36.321	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	137.267	400.779	36.070	0.501
151	151	0.126	0.754	4.172	1.000	333.398	569.858	36.321	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	333.147	569.607	36.070	0.501
152	152	16.974	46.577	0.322	1.000	452.348	395.860	39.987	3.950	1.554	0.868	78.001	-59.831	41.723	2.541	4.549	1.790	451.878	395.268	39.076	0.835
153	153	0.126	0.754	4.172	1.000	345.922	384.497	37.323	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	345.672	384.247	37.072	0.501
154	154	0.251	1.416	2.519	1.000	427.581	460.645	37.573	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	427.331	460.395	37.072	0.501
155	155	0.503	2.594	1.638	1.000	261.007	134.386	38.700	0.732	0.396	0.303	-35.264	-26.565	125.264	1.848	2.414	1.307	260.506	134.261	38.074	0.501
156	156	0.126	0.754	4.172	1.000	260.256	134.010	38.825	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	260.005	133.760	38.575	0.501
157	157	1.257	5.458	1.100	1.000	128.500	190.671	39.727	0.918	0.748	0.409	-28.085	-9.590	-167.600	1.227	2.242	1.828	127.748	190.370	39.076	0.501
158	158	16.597	35.324	0.707	1.500	500.192	254.654	41.368	1.864	1.609	1.461	-7.285	-44.330	149.164	1.159	1.276	1.101	499.972	253.994	41.080	1.169
